Darija_Arabe,Arabizi,Arabe_Standard,Anglais
تقلّق,t9ale9,تقلّق,upset
تقلّق,tqaleq,تقلّق,upset
تقلّق,tqalleq,تقلّق,upset
أهّل,2e88el,أهّل,qualify
أهّل,2ehel,أهّل,qualify
أهّل,2ehhel,أهّل,qualify
خسّر,khsser,خسّر,damage
خسّر,5ser,خسّر,damage
خسّر,5sser,خسّر,damage
خسّر,khser,خسّر,damage
خسّر,khesser,خسّر,damage
خسّر,5eser,خسّر,damage
خسّر,5esser,خسّر,damage
خسّر,kheser,خسّر,damage
طلق,tle9,طلق,launch
طلق,tleq,طلق,launch
بدا,bda,بدا,launch
صبغ,sbegh,صبغ,paint
صبغ,sbgh,صبغ,paint
صبغ,sbagh,صبغ,paint
حدّد,7edded,حدّد,specify
حدّد,7eded,حدّد,specify
حدّد,hedded,حدّد,specify
حدّد,heded,حدّد,specify
منح,mne7,منح,grant
منح,mneh,منح,grant
سلّف,sellef,سلّف,lend
سلّف,selef,سلّف,lend
بنا,bna,بنا,construct
تفاعل,tfa3l,تفاعل,react
تفاعل,tfaa3l,تفاعل,react
تفاعل,tfa3el,تفاعل,react
ستاحق,sta7e99,ستاحق,deserve
ستاحق,sta7eq,ستاحق,deserve
ستاحق,sta7eqq,ستاحق,deserve
ستاحق,staheq,ستاحق,deserve
ستاحق,staheqq,ستاحق,deserve
ستاحق,sta799,ستاحق,deserve
ستاحق,sta7q,ستاحق,deserve
ستاحق,sta7qq,ستاحق,deserve
ستاحق,stahq,ستاحق,deserve
ستاحق,stahqq,ستاحق,deserve
ستاهل,sta8el,ستاهل,deserve
ستاهل,stahel,ستاهل,deserve
ستاهل,stahal,ستاهل,deserve
ستاهل,sta8al,ستاهل,deserve
ترأس,tre22es,ترأس,head
ترأس,tre2es,ترأس,head
ترأس,tr22s,ترأس,head
ترأس,tr2s,ترأس,head
ترأس,tre22s,ترأس,head
ترأس,tre2s,ترأس,head
ترأس,tr22es,ترأس,head
ترأس,tr2es,ترأس,head
وجّه,wjje8,وجّه,direct
وجّه,wje8,وجّه,direct
وجّه,wjeh,وجّه,direct
وجّه,wjjeh,وجّه,direct
هبط,8bet,هبط,land
هبط,hbet,هبط,land
قاد,9aad,قاد,conduct
قاد,9ad,قاد,conduct
قاد,qaad,قاد,conduct
قاد,qad,قاد,conduct
تكبّد,tkebbed,تكبّد,sustain
تكبّد,tkebed,تكبّد,sustain
سيفط,sift,سيفط,submit
تكوّن,tkowwen,تكوّن,consist
تكوّن,tkowen,تكوّن,consist
عصف,3sef,عصف,blow
رشد,rched,رشد,guide
رشد,rshed,رشد,guide
قنع,9ne3,قنع,convince
قنع,qne3,قنع,convince
مارس,maars,مارس,practice
مارس,mars,مارس,practice
مارس,mares,مارس,practice
مارس,maares,مارس,practice
قوّا,9wwa,قوّا,strengthen
قوّا,9wa,قوّا,strengthen
قوّا,qwa,قوّا,strengthen
قوّا,qwwa,قوّا,strengthen
دقّ,do99,دقّ,knock
دقّ,doq,دقّ,knock
دقّ,doqq,دقّ,knock
دقّ,d99,دقّ,knock
دقّ,dq,دقّ,knock
دقّ,dqq,دقّ,knock
عرض,3red,عرض,invite
تخلّا,tkhella,تخلّا,abandon
تخلّا,t5ela,تخلّا,abandon
تخلّا,t5ella,تخلّا,abandon
تخلّا,tkhela,تخلّا,abandon
تخلّا,tkhlla,تخلّا,abandon
تخلّا,t5la,تخلّا,abandon
تخلّا,t5lla,تخلّا,abandon
تخلّا,tkhla,تخلّا,abandon
جاوب,jaweb,جاوب,reply
حرّك,7errek,حرّك,shake
حرّك,7erek,حرّك,shake
حرّك,herek,حرّك,shake
حرّك,herrek,حرّك,shake
حرّك,7rrek,حرّك,shake
حرّك,7rek,حرّك,shake
حرّك,hrek,حرّك,shake
حرّك,hrrek,حرّك,shake
حرّك,7rrk,حرّك,shake
حرّك,7rk,حرّك,shake
حرّك,hrk,حرّك,shake
حرّك,hrrk,حرّك,shake
صلح,sle7,صلح,fix
صلح,sleh,صلح,fix
تضاهر,tdaa8er,تضاهر,pretend
تضاهر,tda8er,تضاهر,pretend
تضاهر,tdaaher,تضاهر,pretend
تضاهر,tdaher,تضاهر,pretend
شاور,chawer,شاور,consult
شاور,shawer,شاور,consult
قسم,9sem,قسم,divide
قسم,qsem,قسم,divide
نخارط,nkharet,نخارط,engage
نخارط,n5aret,نخارط,engage
نخارط,nkhart,نخارط,engage
نخارط,n5art,نخارط,engage
حقّق,7e99e9,حقّق,fulfill
حقّق,7eqe9,حقّق,fulfill
حقّق,7eqeq,حقّق,fulfill
حقّق,7eqqe9,حقّق,fulfill
حقّق,7eqqeq,حقّق,fulfill
حقّق,heqe9,حقّق,fulfill
حقّق,heqeq,حقّق,fulfill
حقّق,heqqe9,حقّق,fulfill
حقّق,heqqeq,حقّق,fulfill
حكم,7kem,حكم,rule
حكم,hkem,حكم,rule
عالج,3aalj,عالج,process
عالج,3alj,عالج,process
عالج,3aalej,عالج,process
عالج,3alej,عالج,process
جاب,jab,جاب,fetch
نقل,n9el,نقل,convey
نقل,nqel,نقل,convey
دفع,dfe3,دفع,thrust
جسّد,jessed,جسّد,incorporate
جسّد,jesed,جسّد,incorporate
جسّد,jssd,جسّد,incorporate
جسّد,jsd,جسّد,incorporate
جسّد,jssed,جسّد,incorporate
جسّد,jsed,جسّد,incorporate
حصر,7ser,حصر,restrict
حصر,hser,حصر,restrict
ستبعد,steb3ed,ستبعد,eliminate
ستبعد,stb3ed,ستبعد,eliminate
زوّل,zowwel,زوّل,eliminate
زوّل,zowel,زوّل,eliminate
زوّل,zwwel,زوّل,eliminate
زوّل,zwel,زوّل,eliminate
لغا,lgha,لغا,eliminate
حوّل,7owwel,حوّل,convert
حوّل,7owel,حوّل,convert
حوّل,howel,حوّل,convert
حوّل,howwel,حوّل,convert
حوّل,7wwel,حوّل,convert
حوّل,7wel,حوّل,convert
حوّل,hwel,حوّل,convert
حوّل,hwwel,حوّل,convert
تقاعد,t9a3d,تقاعد,retire
تقاعد,tqa3d,تقاعد,retire
تقاعد,t9a3ed,تقاعد,retire
تقاعد,tqa3ed,تقاعد,retire
ضبط,dbet,ضبط,adjust
عدّل,3ddel,عدّل,adjust
عدّل,3del,عدّل,adjust
سهّل,s88el,سهّل,ease
سهّل,shel,سهّل,ease
سهّل,shhel,سهّل,ease
كبّ,kobb,كبّ,pour
كبّ,kob,كبّ,pour
صبّ,sebb,صبّ,pour
صبّ,seb,صبّ,pour
نسج,nsej,نسج,knit
دعم,d3em,دعم,back
طراسا,trassa,طراسا,trace
طراسا,trasa,طراسا,trace
سجّل,sejjel,سجّل,register
سجّل,sejel,سجّل,register
سجّل,sjjel,سجّل,register
سجّل,sjel,سجّل,register
حسب,7seb,حسب,calculate
حسب,hseb,حسب,calculate
حسب,7sb,حسب,calculate
حسب,hsb,حسب,calculate
حفّز,7ffez,حفّز,stimulate
حفّز,7fez,حفّز,stimulate
حفّز,hfez,حفّز,stimulate
حفّز,hffez,حفّز,stimulate
حفّز,7affez,حفّز,stimulate
حفّز,7afez,حفّز,stimulate
حفّز,hafez,حفّز,stimulate
حفّز,haffez,حفّز,stimulate
حفّز,7effez,حفّز,stimulate
حفّز,7efez,حفّز,stimulate
حفّز,hefez,حفّز,stimulate
حفّز,heffez,حفّز,stimulate
طبع,tbe3,طبع,print
إمپريما,imprima,إمپريما,print
توتّر,twetter,توتّر,stress
توتّر,tweter,توتّر,stress
توتّر,totter,توتّر,stress
توتّر,toter,توتّر,stress
توتّر,twatter,توتّر,stress
توتّر,twater,توتّر,stress
عيّن,3yyen,عيّن,appoint
عيّن,3yen,عيّن,appoint
عيّن,3iyyen,عيّن,appoint
عيّن,3iyen,عيّن,appoint
تدخّل,tdkhkhel,تدخّل,interfere
تدخّل,td55el,تدخّل,interfere
تدخّل,td5el,تدخّل,interfere
تدخّل,tdekhel,تدخّل,interfere
تدخّل,tde5el,تدخّل,interfere
تدخّل,tdkhl,تدخّل,interfere
تدخّل,td5l,تدخّل,interfere
تدخّل,tdekhkhel,تدخّل,interfere
تدخّل,tde55el,تدخّل,interfere
تدخّل,td55l,تدخّل,interfere
عتارض,3tard,عتارض,object
عتارض,3tared,عتارض,object
قوّا,9wwa,قوّا,boost
قوّا,9wa,قوّا,boost
قوّا,qwa,قوّا,boost
قوّا,qwwa,قوّا,boost
قوّا,9owwa,قوّا,boost
قوّا,9owa,قوّا,boost
قوّا,qowa,قوّا,boost
قوّا,qowwa,قوّا,boost
دفع,dfe3,دفع,boost
يسّر,ysser,يسّر,facilitate
يسّر,yser,يسّر,facilitate
يسّر,yesser,يسّر,facilitate
يسّر,yeser,يسّر,facilitate
سهّل,s88el,سهّل,facilitate
سهّل,shel,سهّل,facilitate
سهّل,shhel,سهّل,facilitate
سهّل,se88el,سهّل,facilitate
سهّل,sehel,سهّل,facilitate
سهّل,sehhel,سهّل,facilitate
حتاج,7taj,حتاج,lack
حتاج,htaj,حتاج,lack
حبس,7bes,حبس,cease
حبس,hbes,حبس,cease
نفّد,nffed,نفّد,enforce
نفّد,nfed,نفّد,enforce
نفّد,neffed,نفّد,enforce
نفّد,nefed,نفّد,enforce
تأقلم,t2e9lem,تأقلم,adapt
تأقلم,t2eqlem,تأقلم,adapt
تأقلم,t2a9lam,تأقلم,adapt
تأقلم,t2aqlam,تأقلم,adapt
تأقلم,t29lm,تأقلم,adapt
تأقلم,t2qlm,تأقلم,adapt
تأقلم,t2e9lm,تأقلم,adapt
تأقلم,t2eqlm,تأقلم,adapt
عڭد,3god,عڭد,tie
عڭد,3gd,عڭد,tie
عڭد,3ged,عڭد,tie
عڭد,3gued,عڭد,tie
قتابس,9tabs,قتابس,quote
قتابس,qtabs,قتابس,quote
سيطر,syter,سيطر,dominate
سيطر,siyter,سيطر,dominate
سيطر,sytr,سيطر,dominate
فرڭع,frg3,فرڭع,pop
فرڭع,ferge3,فرڭع,pop
عجب,3jeb,عجب,please
صمّم,semmem,صمّم,design
صمّم,semem,صمّم,design
صمّم,sammem,صمّم,design
صمّم,samem,صمّم,design
صمّم,smmem,صمّم,design
صمّم,smem,صمّم,design
تدخّل,tdkhkhel,تدخّل,intervene
تدخّل,td55el,تدخّل,intervene
تدخّل,td5el,تدخّل,intervene
تدخّل,tdekhel,تدخّل,intervene
تدخّل,tde5el,تدخّل,intervene
تدخّل,tdkhl,تدخّل,intervene
تدخّل,td5l,تدخّل,intervene
تدخّل,tdekhkhel,تدخّل,intervene
تدخّل,tde55el,تدخّل,intervene
تدخّل,td55l,تدخّل,intervene
طلّع,tlle3,طلّع,yield
طلّع,tle3,طلّع,yield
طلّع,tll3,طلّع,yield
طلّع,tl3,طلّع,yield
طلّع,telle3,طلّع,yield
طلّع,tele3,طلّع,yield
ستاقل,sta9al,ستاقل,resign
ستاقل,staqal,ستاقل,resign
ستاقل,sta9aal,ستاقل,resign
ستاقل,staqaal,ستاقل,resign
تهجّا,t8ejja,تهجّا,spell
تهجّا,t8eja,تهجّا,spell
تهجّا,theja,تهجّا,spell
تهجّا,thejja,تهجّا,spell
حرّك,7errek,حرّك,stir
حرّك,7erek,حرّك,stir
حرّك,herek,حرّك,stir
حرّك,herrek,حرّك,stir
حرّك,7rrk,حرّك,stir
حرّك,7rk,حرّك,stir
حرّك,hrk,حرّك,stir
حرّك,hrrk,حرّك,stir
حرّك,7rrek,حرّك,stir
حرّك,7rek,حرّك,stir
حرّك,hrek,حرّك,stir
حرّك,hrrek,حرّك,stir
خصّص,khsses,خصّص,spare
خصّص,5ses,خصّص,spare
خصّص,5sses,خصّص,spare
خصّص,khses,خصّص,spare
خصّص,khesses,خصّص,spare
خصّص,5eses,خصّص,spare
خصّص,5esses,خصّص,spare
خصّص,kheses,خصّص,spare
قدّر,9dder,قدّر,estimate
قدّر,9der,قدّر,estimate
قدّر,qdder,قدّر,estimate
قدّر,qder,قدّر,estimate
قدّر,9edder,قدّر,estimate
قدّر,9eder,قدّر,estimate
قدّر,qedder,قدّر,estimate
قدّر,qeder,قدّر,estimate
ضرب,dreb,ضرب,kick
ضرب,drb,ضرب,kick
ركل,rkel,ركل,kick
ركل,rkl,ركل,kick
عدّد,3dded,عدّد,list
عدّد,3ded,عدّد,list
عدّد,3edded,عدّد,list
عدّد,3eded,عدّد,list
لبس,lbes,لبس,dress
لبس,lbs,لبس,dress
علن,3len,علن,declare
علن,3ln,علن,declare
ديكلارا,diklara,ديكلارا,declare
أكّد,2ekked,أكّد,assure
أكّد,2eked,أكّد,assure
أكّد,2kked,أكّد,assure
أكّد,2ked,أكّد,assure
أكّد,akked,أكّد,assure
أكّد,aked,أكّد,assure
ستامدّ,stamdd,ستامدّ,derive
ستامدّ,stamd,ستامدّ,derive
دخل,dkhel,دخل,access
دخل,d5el,دخل,access
أجّل,2ejjel,أجّل,delay
أجّل,2ejel,أجّل,delay
أجّل,2jjel,أجّل,delay
أجّل,2jel,أجّل,delay
أجّل,ajjel,أجّل,delay
أجّل,ajel,أجّل,delay
وضّح,wdde7,وضّح,clarify
وضّح,wddeh,وضّح,clarify
وضّح,wde7,وضّح,clarify
وضّح,wdeh,وضّح,clarify
وضّح,wedde7,وضّح,clarify
وضّح,weddeh,وضّح,clarify
وضّح,wede7,وضّح,clarify
وضّح,wedeh,وضّح,clarify
وضّح,wdd7,وضّح,clarify
وضّح,wd7,وضّح,clarify
وضّح,wddh,وضّح,clarify
وضّح,wdh,وضّح,clarify
نقل,n9el,نقل,copy
نقل,nqel,نقل,copy
نقل,n9l,نقل,copy
نقل,nql,نقل,copy
نقل,n9ol,نقل,copy
نقل,nqol,نقل,copy
نسخ,nsekh,نسخ,copy
نسخ,nse5,نسخ,copy
نسخ,nskh,نسخ,copy
نسخ,ns5,نسخ,copy
فضّل,fddel,فضّل,favor
فضّل,fdel,فضّل,favor
فضّل,fddl,فضّل,favor
فضّل,fdl,فضّل,favor
مدّ,medd,مدّ,hand
مدّ,med,مدّ,hand
مدّ,mdd,مدّ,hand
مدّ,md,مدّ,hand
قبط,9bet,قبط,capture
قبط,qbet,قبط,capture
قبط,9bt,قبط,capture
قبط,qbt,قبط,capture
قبط,9bat,قبط,capture
قبط,qbat,قبط,capture
عزّز,3zzez,عزّز,reinforce
عزّز,3zez,عزّز,reinforce
حوّل,7owwel,حوّل,transform
حوّل,7owel,حوّل,transform
حوّل,howel,حوّل,transform
حوّل,howwel,حوّل,transform
حوّل,7wwl,حوّل,transform
حوّل,7wl,حوّل,transform
حوّل,hwl,حوّل,transform
حوّل,hwwl,حوّل,transform
حوّل,7wwel,حوّل,transform
حوّل,7wel,حوّل,transform
حوّل,hwel,حوّل,transform
حوّل,hwwel,حوّل,transform
فهم,fhem,فهم,perceive
فهم,f8em,فهم,perceive
خدم,khdem,خدم,function
خدم,5dem,خدم,function
غادر,ghaader,غادر,quit
غادر,ghader,غادر,quit
غادر,ghadr,غادر,quit
رافق,raaf9,رافق,accompany
رافق,raafq,رافق,accompany
رافق,raf9,رافق,accompany
رافق,rafq,رافق,accompany
رافق,raafe9,رافق,accompany
رافق,raafeq,رافق,accompany
رافق,rafe9,رافق,accompany
رافق,rafeq,رافق,accompany
موّل,mowwel,موّل,fund
موّل,mowel,موّل,fund
موّل,mmwel,موّل,fund
موّل,mwel,موّل,fund
موّل,mwwl,موّل,fund
موّل,mwl,موّل,fund
جمع,jme3,جمع,pack
صحّح,s77e7,صحّح,correct
صحّح,she7,صحّح,correct
صحّح,sheh,صحّح,correct
صحّح,shhe7,صحّح,correct
صحّح,shheh,صحّح,correct
صحّح,se77e7,صحّح,correct
صحّح,sehe7,صحّح,correct
صحّح,seheh,صحّح,correct
صحّح,sehhe7,صحّح,correct
صحّح,sehheh,صحّح,correct
أبحر,ab7ar,أبحر,sail
أبحر,abhar,أبحر,sail
عوّض,3owwed,عوّض,compensate
عوّض,3owed,عوّض,compensate
سرق,sre9,سرق,steal
سرق,sreq,سرق,steal
سرق,sr9,سرق,steal
سرق,srq,سرق,steal
سرق,sra9,سرق,steal
سرق,sraq,سرق,steal
شفر,chfer,شفر,steal
شفر,shfer,شفر,steal
شفر,chfr,شفر,steal
شفر,shfr,شفر,steal
شفر,chfar,شفر,steal
شفر,shfar,شفر,steal
قوّض,9owwed,قوّض,undermine
قوّض,9owed,قوّض,undermine
قوّض,qowed,قوّض,undermine
قوّض,qowwed,قوّض,undermine
متدّ,mtedd,متدّ,range
متدّ,mted,متدّ,range
عارض,3aared,عارض,oppose
عارض,3ared,عارض,oppose
عارض,3ard,عارض,oppose
عارض,3aard,عارض,oppose
حدّد,7edded,حدّد,locate
حدّد,7eded,حدّد,locate
حدّد,hedded,حدّد,locate
حدّد,heded,حدّد,locate
زرب,zreb,زرب,hurry
زرب,zrb,زرب,hurry
زرب,zrab,زرب,hurry
نشر,ncher,نشر,broadcast
نشر,nsher,نشر,broadcast
نشر,nchr,نشر,broadcast
نشر,nshr,نشر,broadcast
قاضا,9aadaa,قاضا,sue
قاضا,9ada,قاضا,sue
قاضا,qaadaa,قاضا,sue
قاضا,qada,قاضا,sue
ميزا,miza,ميزا,bid
ضوّا,dowwa,ضوّا,light
ضوّا,dowa,ضوّا,light
ضوّا,dwwa,ضوّا,light
ضوّا,dwa,ضوّا,light
تباطأ,tbat2,تباطأ,slow
تباطأ,tbaate2,تباطأ,slow
تباطأ,tbate2,تباطأ,slow
تباطأ,tbaat2,تباطأ,slow
همّ,8emm,همّ,concern
همّ,8em,همّ,concern
همّ,hem,همّ,concern
همّ,hemm,همّ,concern
رفض,rfed,رفض,dismiss
ركّز,rkkez,ركّز,highlight
ركّز,rkez,ركّز,highlight
صلح,sle7,صلح,repair
صلح,sleh,صلح,repair
طابق,taabe9,طابق,conform
طابق,taabeq,طابق,conform
طابق,tabe9,طابق,conform
طابق,tabeq,طابق,conform
طابق,taab9,طابق,conform
طابق,taabq,طابق,conform
طابق,tab9,طابق,conform
طابق,tabq,طابق,conform
ربط,rbet,ربط,attach
زرّب,zrreb,زرّب,rush
زرّب,zreb,زرّب,rush
زرّب,zrrb,زرّب,rush
زرّب,zrb,زرّب,rush
غرق,ghre9,غرق,sink
غرق,ghreq,غرق,sink
نتازع,ntaz3,نتازع,grab
كالما,kalma,كالما,calm
حتجّ,7tejj,حتجّ,protest
حتجّ,7tej,حتجّ,protest
حتجّ,htej,حتجّ,protest
حتجّ,htejj,حتجّ,protest
حتجّ,7tjj,حتجّ,protest
حتجّ,7tj,حتجّ,protest
حتجّ,htj,حتجّ,protest
حتجّ,htjj,حتجّ,protest
وازن,waazen,وازن,balance
وازن,wazen,وازن,balance
وازن,wazn,وازن,balance
وازن,waazn,وازن,balance
طلب,tleb,طلب,beg
تبّت,tbbet,تبّت,install
تبّت,tbet,تبّت,install
تبّت,tebbet,تبّت,install
تبّت,tebet,تبّت,install
طوّر,towwer,طوّر,advance
طوّر,tower,طوّر,advance
طرد,tred,طرد,fire
عاون,3awn,عاون,aid
عاون,3aawn,عاون,aid
عاون,3aawen,عاون,aid
عاون,3awen,عاون,aid
تدفّق,tdffe9,تدفّق,flow
تدفّق,tdfe9,تدفّق,flow
تدفّق,tdfeq,تدفّق,flow
تدفّق,tdffeq,تدفّق,flow
جرّ,jerr,جرّ,drag
جرّ,jer,جرّ,drag
جرّ,jrr,جرّ,drag
جرّ,jr,جرّ,drag
تطابق,ttaab9,تطابق,correspond
تطابق,tab9,تطابق,correspond
تطابق,tabq,تطابق,correspond
تطابق,ttaabq,تطابق,correspond
تطابق,ttab9,تطابق,correspond
تطابق,ttabq,تطابق,correspond
شكّل,chkkel,شكّل,pose
شكّل,chkel,شكّل,pose
شكّل,shkel,شكّل,pose
شكّل,shkkel,شكّل,pose
تعجب,tt3jeb,تعجب,admire
تعجب,t3jeb,تعجب,admire
خفّف,khffef,خفّف,relieve
خفّف,5fef,خفّف,relieve
خفّف,5ffef,خفّف,relieve
خفّف,khfef,خفّف,relieve
عكس,3kes,عكس,reverse
دابز,ddabz,دابز,combat
دابز,dabz,دابز,combat
ندامج,ndamj,ندامج,integrate
ندامج,ndamej,ندامج,integrate
ماتّافقش,mattaf9ch,ماتّافقش,disagree
ماتّافقش,mataf9ch,ماتّافقش,disagree
ماتّافقش,mataf9sh,ماتّافقش,disagree
ماتّافقش,matafqch,ماتّافقش,disagree
ماتّافقش,matafqsh,ماتّافقش,disagree
ماتّافقش,mattaf9sh,ماتّافقش,disagree
ماتّافقش,mattafqch,ماتّافقش,disagree
ماتّافقش,mattafqsh,ماتّافقش,disagree
اتصل,ttasel,اتصل,connect
اتصل,tasel,اتصل,connect
حيّن,7iyyen,حيّن,update
حيّن,7iyen,حيّن,update
حيّن,hiyen,حيّن,update
حيّن,hiyyen,حيّن,update
غيّر,ghiyyer,غيّر,modify
غيّر,ghiyer,غيّر,modify
ختار,khtar,ختار,opt
ختار,5tar,ختار,opt
أمر,amer,أمر,command
أمر,2amer,أمر,command
متاتل,mtatel,متاتل,obey
متاتل,mtatl,متاتل,obey
ستخرج,stkhrej,ستخرج,extract
ستخرج,st5rej,ستخرج,extract
ستخرج,stekhrej,ستخرج,extract
ستخرج,ste5rej,ستخرج,extract
ستخرج,stakhrej,ستخرج,extract
ستخرج,sta5rej,ستخرج,extract
ستخرج,stakhraj,ستخرج,extract
ستخرج,sta5raj,ستخرج,extract
عارض,3aard,عارض,counter
عارض,3ard,عارض,counter
ستأنف,ste2nef,ستأنف,resume
ستأنف,st2nf,ستأنف,resume
ستأنف,sta2nef,ستأنف,resume
شدّ,chedd,شدّ,grasp
شدّ,ched,شدّ,grasp
شدّ,shed,شدّ,grasp
شدّ,shedd,شدّ,grasp
ستوعب,stow3eb,ستوعب,grasp
ستوعب,stou3eb,ستوعب,grasp
ستوعب,sto3eb,ستوعب,grasp
ستوعب,stou3b,ستوعب,grasp
ستوعب,stow3b,ستوعب,grasp
تزعلل,tze3lel,تزعلل,swing
تزعلل,tz3lel,تزعلل,swing
سلّم,sllem,سلّم,render
سلّم,slem,سلّم,render
سلّم,sellem,سلّم,render
سلّم,selem,سلّم,render
زرب,zreb,زرب,speed
واجه,waaj8,واجه,confront
واجه,waajh,واجه,confront
واجه,waj8,واجه,confront
واجه,wajh,واجه,confront
منع,mne3,منع,ban
مسح,mse7,مسح,wipe
مسح,mseh,مسح,wipe
ضوبل,doubl,ضوبل,double
ضوبل,dobl,ضوبل,double
ضوبل,double,ضوبل,double
شتامل,chtamel,شتامل,comprise
شتامل,shtamel,شتامل,comprise
شتامل,chtaml,شتامل,comprise
شتامل,shtaml,شتامل,comprise
شهد,ch8ed,شهد,witness
شهد,ched,شهد,witness
شهد,chhed,شهد,witness
شهد,sh8ed,شهد,witness
شهد,shed,شهد,witness
شهد,shhed,شهد,witness
غرس,ghres,غرس,plant
جزم,jzem,جزم,assert
كشف,kchef,كشف,disclose
كشف,kshef,كشف,disclose
عصر,3ser,عصر,squeeze
عصر,3sr,عصر,squeeze
بجغ,bjegh,بجغ,squeeze
بجغ,bjgh,بجغ,squeeze
بجغ,bjagh,بجغ,squeeze
ربط,rbet,ربط,bind
ضرّ,derr,ضرّ,harm
ضرّ,der,ضرّ,harm
أدا,2aada,أدا,harm
أدا,2ada,أدا,harm
أدا,aada,أدا,harm
أدا,ada,أدا,harm
تلاقا,tla9a,تلاقا,encounter
تلاقا,tlaqa,تلاقا,encounter
طلب,tleb,طلب,request
عانا,3aana,عانا,struggle
عانا,3ana,عانا,struggle
خدّم,khddem,خدّم,hire
خدّم,5ddem,خدّم,hire
خدّم,5dem,خدّم,hire
خدّم,khdem,خدّم,hire
خبّا,khbba,خبّا,conceal
خبّا,5ba,خبّا,conceal
خبّا,5bba,خبّا,conceal
خبّا,khba,خبّا,conceal
خبّا,khebba,خبّا,conceal
خبّا,5eba,خبّا,conceal
خبّا,5ebba,خبّا,conceal
خبّا,kheba,خبّا,conceal
خدّم,khddem,خدّم,recruit
خدّم,5ddem,خدّم,recruit
خدّم,5dem,خدّم,recruit
خدّم,khdem,خدّم,recruit
تعاون,t3awen,تعاون,co-operate
تعاون,t3awn,تعاون,co-operate
سرح,sre7,سرح,wander
سرح,sreh,سرح,wander
شدّد,chdded,شدّد,emphasize
شدّد,chded,شدّد,emphasize
شدّد,shdded,شدّد,emphasize
شدّد,shded,شدّد,emphasize
شدّد,chedded,شدّد,emphasize
شدّد,cheded,شدّد,emphasize
شدّد,shedded,شدّد,emphasize
شدّد,sheded,شدّد,emphasize
عبر,3ber,عبر,weigh
وزن,wzen,وزن,weigh
تزامن,tzaamn,تزامن,coincide
تزامن,tzamn,تزامن,coincide
تزامن,tzamen,تزامن,coincide
تزامن,tzaamen,تزامن,coincide
حنا,7na,حنا,bend
حنا,hna,حنا,bend
تنا,tna,تنا,bend
نضّم,nddem,نضّم,regulate
نضّم,ndem,نضّم,regulate
نقد,n9ed,نقد,rescue
نقد,nqed,نقد,rescue
رفّه,rffe8,رفّه,entertain
رفّه,rfe8,رفّه,entertain
رفّه,rfeh,رفّه,entertain
رفّه,rffeh,رفّه,entertain
توقّع,twe99e3,توقّع,forecast
توقّع,tweqe3,توقّع,forecast
توقّع,tweqqe3,توقّع,forecast
فحص,f7es,فحص,inspect
فحص,fhes,فحص,inspect
صدّر,sdder,صدّر,export
صدّر,sder,صدّر,export
لحّ,le77,لحّ,urge
لحّ,leh,لحّ,urge
لحّ,lehh,لحّ,urge
ستنتج,stentej,ستنتج,induce
سدّ,sedd,سدّ,lock
سدّ,sed,سدّ,lock
عرض,3red,عرض,exhibit
سخّن,skhkhen,سخّن,warm
سخّن,s55en,سخّن,warm
سخّن,s5en,سخّن,warm
سخّن,skhen,سخّن,warm
دفّا,dffa,دفّا,warm
دفّا,dfa,دفّا,warm
دفّا,deffa,دفّا,warm
دفّا,defa,دفّا,warm
عتارف,3tarf,عتارف,confess
سمح,sme7,سمح,tolerate
سمح,smeh,سمح,tolerate
طمّر,tmmer,طمّر,tolerate
طمّر,tmer,طمّر,tolerate
تسلّق,tselle9,تسلّق,mount
تسلّق,tsele9,تسلّق,mount
تسلّق,tseleq,تسلّق,mount
تسلّق,tselleq,تسلّق,mount
مسح,mse7,مسح,brush
مسح,mseh,مسح,brush
نتج,ntej,نتج,reproduce
خضع,khde3,خضع,undergo
خضع,5de3,خضع,undergo
بهر,b8er,بهر,impress
بهر,bher,بهر,impress
نخافض,nkhafd,نخافض,decline
نخافض,n5afd,نخافض,decline
فرك,frek,فرك,rub
وكّل,wkkel,وكّل,cater
وكّل,wkel,وكّل,cater
دار,dar,دار,tour
وزّع,wzze3,وزّع,distribute
وزّع,wze3,وزّع,distribute
حسّ,7ess,حسّ,sense
حسّ,7es,حسّ,sense
حسّ,hes,حسّ,sense
حسّ,hess,حسّ,sense
خلّص,khlles,خلّص,repay
خلّص,5les,خلّص,repay
خلّص,5lles,خلّص,repay
خلّص,khles,خلّص,repay
رجّع,rjje3,رجّع,regain
رجّع,rje3,رجّع,regain
ستعاد,sta3aad,ستعاد,regain
ستعاد,sta3ad,ستعاد,regain
قلّل,9ellel,قلّل,minimize
قلّل,9elel,قلّل,minimize
قلّل,qelel,قلّل,minimize
قلّل,qellel,قلّل,minimize
وقّف,w99ef,وقّف,halt
وقّف,wqef,وقّف,halt
وقّف,wqqef,وقّف,halt
شكّل,chkkel,شكّل,shape
شكّل,chkel,شكّل,shape
شكّل,shkel,شكّل,shape
شكّل,shkkel,شكّل,shape
زعج,z3ej,زعج,disturb
عضّ,3edd,عضّ,bite
عضّ,3ed,عضّ,bite
عضّ,3add,عضّ,bite
عضّ,3ad,عضّ,bite
عضّ,3dd,عضّ,bite
عضّ,3d,عضّ,bite
تقدّم,t9ddem,تقدّم,progress
تقدّم,t9dem,تقدّم,progress
تقدّم,tqddem,تقدّم,progress
تقدّم,tqdem,تقدّم,progress
