Darija (Arabic),English
نصوني ( جبدات التيلي ديالهااا من الصاك وصونااات على نائل لقات التيلي مطفي ) التيليفون,She called.
ديالووو مطفي اياس : سبحانه الله حس بيك غادي تصوني وهو يطفيه ههههههههههه رياض :,Dialooo is off.
هههههههه مسخووووط انت ههههههه دنيا : الى كان هكدااا ( ڭلسات ) مغادي نتحرك منهنااا,"Hahahaha, you're so naughty hahaha. Dunia: If that's the case (she sat), I won't move from here."
حتى يجي رياض : نتي واقيلة باغاااا تموووتي اياس : ياك مااا يسحابلك ملي داك,"Until Riad comes: You probably want to die, Iyas: Do you think that when..."
الساع خنتيه مدارلك والوووو راه دبااا برب مايفلتك دنيا : ايوا ها انت قلتها مدار,"The clock betrayed you, it did nothing for you... Now, be careful not to lose in life: Well, you said it yourself, it did nothing."
ليا والووو حيت كايبغيني وحتى دبااا مغادي يديرلي والووو بالعكس غادي يرجع ليااا اياس :,"""Nothing for me because he loves me, and even now he won't do anything to me; on the contrary, he will bring me hope."""
والله الى تفكيرك زيرو جاب ليا الله انتي وحدة مريضة دنيا : اااه مريضة وهو,"""Honestly, your thinking is zero. I swear, you're a sick person, Dunia.""  
Dunia: ""Ah, sick? And him?"""
سبااابي اياس : ( مشا باش يضربها وشدو رياض ) طلقني نعلم مهاا كيفاااش طلع,"""My reason, Ayas: (He went to hit her, and they caught him in Riyad) Divorce me, and I'll show her how he rose."""
على سيادهاااا رياض : واش هبلت علاش غادي توسخ فيهااا يدك خليهااا اياس : عصبني,"Ryad: Are you crazy? Why would you dirty your hands with her?  
Iyas: She made me angry."
اصاااحبي رياض : خرج ا اياااس خليني انا معاهاااا اياس : ها هو خااارج حيت,"My bro Riad: Get out, Ayas, leave me with her.  
Ayas: He's already out."
الى بقيت هنااا راه انا لي غادي نقتلهاااا ... ( مشااا ) ملي خرج اياس,"""If I stay here, I'm the one who will kill her... (He left) when Iyas went out."""
من المكتب مشات شيماء باش تهضر معاه داز وخلاهااا بلامااا يعبرهاااا .... بقات غير تشوف,"From the office, Chaima went to talk to him, he passed by and ignored her... she just kept staring."
........ رياض : دنيااا شوفي سيري فحالك حسنلك ونساي شي حاجة سميتهااا نائل حيت مستحيل,"Riyad: Dounia, look, go your way, it's better for you, and forget about something called Nael because it's impossible."
ترجعوو راكي غير كاتعدبي فروحك على والوووو دنيا : لا ارياض مغاديش نمشي راه مستحيل,"Come back, you're just tormenting yourself for nothing. Life: No, Riyad, I won't go, it's impossible."
انا نستسلم جيت من سويسرا لوجدة غير على قبلوو ماقدرتش نساااه فهمني رياض : وحتى,"I surrender, I came from Switzerland to Oujda just for him, I couldn't forget him, understand me Riad: and even..."
نتي فهمي بلي راه والله لا داهاا فيك من غير الى قطعك طراف طراف كون,Understand that he truly doesn't care about you unless he tears you apart piece by piece.
كنتي كاتبغيه كيف كاتقولي مكنتيش تخونيه من لول دنيا : شوف انا غلطت وبصح ندمانة,"You used to love him, how can you say you wouldn’t have betrayed him from the start? Dunia: Look, I made a mistake and I truly regret it."
بزاااف والله بغيت غير نعتادر منوووو ونصالحو باش يرجعلي رياض : نتي مامعاكش الهضرة دبااا,"A lot, I swear I just want to apologize to him and make up so he comes back to me, Riad: you're not helping right now."
سيري فحالك دنيا : الا والله مانتحرك منهناا حتى يجي نائل رياض : واااااااااا ربي,"Dounia: Go away! I swear I won't move from here until Nael comes.  
Riyad: Ohhhhh my God!"
اش هاااد المصيبة .......... نتاليا ✅ الطريق كاملة وانا حاطة راسي على كتفوووو حتى وقف,What a disaster... Natalia ✅ I had my head on his shoulder the whole way until he stopped.
الطموبيل عاد عليت راسي .... انا : وصلناااا؟؟ نائل : اااه يلاه نزلوووو انا :,"The car just started moving... Me: Are we there yet?? Nael: Yeah, let's get out... Me:"
واخااا ..... نزلنااا من الطموبيل انا وياااه واخااا نشوف واحد الصور كبير وفالوسط باب ديال,"Alright... We got out of the car, him and I, and I see a big picture with a door in the middle of..."
الحديد غير وقفنااا تمااا فتحنااا لعساااس .... العساااس : اسي نائل عاش من شافك مرحبااا,"The guard: ""Mr. Nael, long time no see, welcome!"""
بيك نورتنا نائل : ( مشا يبوسلووو يدو وحيدها ) لا حشومة اعمي ماديرش هكدااا,"""Welcome, Nael: (He went to kiss his hand and pull it away) No, shame on you, my friend, don't do that!"""
رجعووو من العطلة ولا مزال؟؟؟ العساس : واااه رجعووو كولشي هنااا نائل : مزيااان ....,"Did they come back from vacation or not yet???  
The guard: Yes, they all came back here.  
Nael: Great..."
سالا نائل الهضرة مع العساس وبقينااا داخلين فواحد الجردة كبيرة وكلهااا ورد وطبيعة فيهااا غزالة,"Nail finished talking with the guard, and we entered a big garden full of roses and beautiful nature."
حتى وصلنااا لواحد الدار على ربعة ديال الطبقااات وكلهااا طالعة ب جاج ... انا :,"Until we reached a house with four floors, all made of glass... Me:"
دبا ممكن نعرف فين حناااا؟؟ نائل : اندخلووو وتعرفي ( شدلهااا فيدهاا ) غير دخلنااا,Now can I know where we are?? Nael: Let's go in and you'll find out (he held her hand) We just entered.
وحنااا نلقاو ربعة ديال العيالات و جوج رجااال ستقبلوووو نائل سلمووو عليه وشحال وهوما يهضرو,"And we found four women and two men who welcomed Nael, greeted him, and talked for a long time."
معاه وانا غير نشوف وندور فعيني وشاد لياا فيدي تقول واش طلق منهااا .. دخلناا,"With him, I just watched and looked around, holding my hand, as if asking, ""Did he let go of her?"" ... We entered."
ف سانسور ووقفنااا فطابق الول فيه بزاف ديال الغرااف ... انا : ( وقفات ),"In censorship, we stopped on the first floor where there were a lot of paintings... Me: (paused)."
نائل صبر دبا نبغي نعرف فين حنااا وبلاما تقولي دبا وتعرفي نائل : كانت ملصقة,"Nael, be patient. Now I want to know where we are, and don’t tell me “you’ll know now.” Nael: It was stuck."
فالباب ماقريتيهاش؟؟ انا : لا مارديتش لباال نائل : هدي راهااا جمعية مكلف بيها انا,"At the door, you didn't read it??  
Me: No, I didn't pay attention.  
Nail: This is an association I'm in charge of."
ولواليد ديالي انا : اهاااه جمعية ديالاش؟؟ نائل : ديال ... ( ماقدرش يخرجها ولكن,"My parents: Ahaaah, an association of what??  
Nael: Of... (he couldn't say it, but...)"
بزز على راسو وقالها ) جمعية ديال مرضة السرطان وكاين حتى لي يتامة هدوك ف,"He reluctantly said it: ""An association for cancer patients, and there are even orphans among them."""
طبقة التالتة و رابعة ولي مراض فهاد الطبقة لولى وتانية وأكتر هي غير الولاد صغار,"The third and fourth layers, and those who are sick in the first and second layers, are mostly just young children."
... المدير ( المدير ديال الجمعية جا عندو ) اسي نائل ممكن واحد الدقيقة نائل,"... The director (the director of the association came to him) Mr. Nael, can I have a minute, Nael?"
: واخااا ( شاف ف نتاليا ) هاني جاي صافي ( باسلها يدهااا ومشاا ),": Alright (looked at Natalia) I'm coming, that's it (kissed her hand and left)."
... ملي قال ليااا فين انااا لحمي تشوك وحسيت بداتي كلهااا سخنااات عليااا شحال وانا,"... When he told me where I was, I got goosebumps, and I felt my whole body heat up."
مبلوكية ف بلاصتي حتى سمعت واحد الصوت ديال دراري صغار جاي من واحد الغرفة وانااا,"Frozen in my place until I heard the sound of kids coming from a room, and I..."
بقيت متبعة داك الصوت حتى وصلت الغرفة كانووو جوج بنااات صغار كايلعبووو بالالعاب ويضحكوووو حتى,I kept following that sound until I reached the room; there were two little girls playing with toys and laughing.
هومااا فحال براءة غير شفتهم تفكرتهااا .... البنت 1 : ( علات عينها الباب وشافت,"They are like innocence, as soon as I saw them, I remembered...  
The girl 1: (She raised her eyes to the door and looked)."
نتاليا واقفة ) اجي دخلي البنت 2 : اجي تلعبي معانااا البنت 1 : (,"Natalia is standing.  
Girl 2: Come play with us!  
Girl 1: Come inside."
مشات عند نتاليا وشداتها من يدهااا وڭلساتها حداهم ) كون مادرت هكدا ڭاع ماتجي عندناا,"She went to Natalia, took her by the hand, and sat her next to them. ""If I hadn't done this, she wouldn't have come to us at all."""
البنت 2 : شوفي هدي المنيكة ديالي زوينة؟؟ انا : اااه زوينة ( عينيهااا دمعووو,"Girl 2: ""Look, isn't this doll of mine pretty?""  
Me: ""Yeah, it's pretty."" (My eyes teared up...)"
) البنت 1 : ماتبكيش الى بغيتي لعبي معانااا انا : ( مسحت دموعهاا ),"Girl 1: Don't cry, if you want, play with us.  
Me: (Wiped her tears)."
اااه نلعب معاكم علاش لا شحال وانا نلعب معاهم فجأة قلبتهااا ضحك انا وياهم ايما,"Ah, I'll play with you, why not? I've been playing with them for a while, and suddenly I turned it into laughter with them, Ema."
✅ فهاد الاتناااء نائل كان متكي على الباب ومربع يدوو بقا ساهي غير ف نتاليااا,"✅ During this time, Nael was leaning on the door, crossing his arms, and lost in thought about Natalia."
باغي يعتارف ليها بلي عارف ومقادش و خاصووو حتى هي تعتارفلووو بلاما يقولها هو بقااا,He wants her to admit it without him having to say it.
غير يبني ويهدم ... البنت 2 : ( شافت فالباب ) ياااااي عمووو نائل (,"Just building and destroying...  
Girl 2: (looked at the door) Yaaay Uncle Nael!"
مشات عنقاتووو ) نائل : فردوس لغزالة ( هزهااا ) البنت 1 : عموووو (,"She went and hugged him.  
Nael: Firdaws, the beautiful one.  
He carried her.  
Girl 1: Uncleee!"
حتى هي مشات عندو ) نائل : شنو دبا نهزكم بجوج؟؟؟ فردوس : ااااه هههههه,"Nail: ""What now, should I take both of you???""  
Firdaws: ""Yesss hahaha."""
نائل : اوك اجي ا نجلاء ( حتى هي هزها ) نتاليااا وقفااات وبقااات غير,"Nael: Okay, come here, Najla (he also carried her). Natalia stood still and just stayed."
تشوف و ف تعامل ديالووو مع البنااات ... نجلاء : عمووو اتحضر معانا لعيد ميلاد,"You see how he interacts with girls... Najla: Uncle, join us for the birthday party."
علي؟؟ نائل : اااه غادي نحضر وجايب ليكم واحد الحاجة غادي تعجبكم فردوس : شنووو,"Ali: Naael: Yeah, I’ll come and bring you something you’ll like. Firdaws: What?"
هي؟؟ نجلاء : اااه قولنا شنو هي؟؟ نائل : سيرو المسرح و غادي تشوفوهااا فردوس,"Najla: What is it??  
Nael: Go to the theater, and you’ll see it, Firdaws."
و نجلاء : واخااا ( باسوه ومشاو ) نائل : نتاليا : فهاد الدنيا حتى,Najlaa: Okay (they kissed and left) Nael: Natalia: In this world even...
واحد مامرتاااح كولشي كايعاااني ولكن خاص يكون صبرك كتير وماشي قليل باش تقدر تغلب على,"Someone is not comfortable; everyone is struggling, but you need to have a lot of patience, not a little, to overcome."
كولشي يلاه خلينا دبا نمشيو عندهم بلاما نتعطلووو كتر كايستناونا غير حنااا ..... نائل مشااا,"Everyone, let's go to them now without delaying any further; they're just waiting for us... Nael has left."
ونتاليا بقات فبلاصتهااا حطات يدهاا على راسها وبدااات تفكر وهي تبع نائل .... نتاليا :,"Natalia stayed in her place, put her hand on her head, and started thinking while following Nael... Natalia:"
ناااااائل نائل : ( ضار لعندهااا ) شنوووو؟؟ نتاليا : ( مشات لعندوو كاتجري وعنقاتوو,"Nail: (angrily) What??  
Natalia: (ran to him and hugged him)"
) انااا محتاجة لحنااان قبل العيلاج ( بكات ) هئ هئ هئ ولحناان كلوو لقيتووو,"""I needed affection before the treatment (cried) heh heh heh, and I found all the affection."""
فيك انت هئ هئ هئ نقولك حاجة ولكن نخاف تخليني نائل : ( معنقهااا ومزير,"""I want to tell you something, but I'm afraid you'll leave me."""
عليها ) عمري نفرط فيك نتاليا : حتى انا مريضة ا نائل هئ هئ هئ,"About her) I would never let you go, Natalia: Me too, I'm sick. *sobs*"
هئ وايااامي معدودة هئ هئ هئ هئ هئ قريب نختافي من هاد لوجود هئ هئ,"Oh, my days are numbered, oh, oh, oh, soon I will disappear from this existence, oh, oh."
هئ وخايفة تمشي هئ هئ نائل : ( حط يدوو على وجهاا ومسحلهااا دموعها ),"She is scared to leave.  
Nail: (He put his hand on her face and wiped her tears.)"
مغادي يوقعلك والووو نتي غادي تعالجي وانا مانخاليكش المرض عمرو كااان عيب كولشي ديال الله,"Nothing will happen to you. You will get treated, and I won't leave you. Illness has never been a shame; everything is from God."
ماتقوليش هكدااا . نتاليا : كاااانبغيك ( عنقاتووو ) نائل : ( هضر فنفسووو ),"Don't say that.  
Natalia: I love you. (She hugged him.)  
Nael: (Spoke to himself.)"
وانااا كتر انتاليااا .. نائل لي كان باااغيه وصلووو خمم مع راسوو مزيان وقال بلامااا,"And I kept insisting... Nael, whom I wanted, thought deeply and said nothing."
يجي هو ويصارحهااا عرف يخرجهااا منهااا غير بالفن وبكل بساطة وعاااد حسن براحة شد ليهااا,"He comes and confronts her, knowing how to get her out of it skillfully and effortlessly, and then calmly reassures her."
فدهااا وداهااا لمسرح كبيرو قدووو قداااش تمااا كايديرو لأنشيطة عيد ميلاد داروه لولد يتيم ولحاجة,She took it to a big theater where they were organizing a birthday activity for an orphan child.
لي هضر عليهااا نائل ل فردوس و نجلاء جااب لكل واحد فيهم العااااب كان موجد,"Nail talked about her to Firdaws and Najla, and he brought each of them the prepared games."
كولشي من لول قبل مايجي هو ونتاليااا .... خدمووو لموسيقى وبقااو يشطحووو وهومااا فرحااانين جا,"Everything from the beginning before he and Natalia arrived... They played music and kept dancing, and they were happy when he came."
لوقت لي علي قطع لكيك لي كانت كبيرة تزي كولشي قطعهااا و اول واحد عطاه,"The moment Ali cut the big cake, he divided it into pieces and gave the first one."
ياكل هو نائل و نائل وعلي وكلوو نتاليااا فرقووو لكيك على كولشي كلاو وقلبوهااا شطيح,"He eats, Nabil and Nabil, and Ali ate it, Natalia shared the cake with everyone, they ate and turned it into dancing."
من الصباح حتى ظلام لحال ومزال معاهم ... نتاليا : ( كايصوني التيلي ديالها كانت,"From morning until nightfall, still with them..."
نوال ) الوو .. ! ! شنو؟؟ نوال : نعمة جات ونتي لا فينك؟؟ نتاليا,"Nawal: Hello...! What??  
Nawal: Naima came, and you? Where are you??  
Natalia."
: ماما صافي هاااني جاية نوال : اجي دبااا فحالك انتاليااا نتاليا : واخااا واخااا,"Mom, okay, I'm coming.  
Nawal: Come now, you're always like this, Natalia.  
Natalia: Okay, okay."
ها انا جاية غير ماتقلقيش ... ( قطعات ) نائل : شنووو تمااا؟؟ نتاليا :,"Here I come, don't worry... (cut off) Nael: Whaaaat's going on?? Natalia:"
خصني نمشي لدار عيطات عليا ماما نائل : واخااا هاكي ( عطاها كونطاكط ديال الطموبيل,"I need to go home, my mom called me. Nael: Alright, here you go. (He gave her the car keys/contact)."
) سيري لطموبيل وهااني جاي نتاليااا : واخااا بلاتي نمشي نقول ل فردوس ونجلاء بسلامة,"Go to the car, I'm coming, Natalia: Okay, wait, I'll go say goodbye to Firdaws and Najla."
نائل : سيري ..... مشات نتاليااا عند فردوس ونجلاء ودعاتهم و خرجات لطموبيل ركباات وبقات,"Nael: Go... Natalia went to Firdaws and Najla, said goodbye to them, got in the car, and stayed."
تسنااا نائل جااا ركب وقلع ..... وصلهااا لضرب ... نائل : فرحانة ياك؟؟ نتاليا :,"Wait... Nael came, got in, and took off... he reached her with a hit...  
Nael: ""You're happy, right??""  
Natalia:"
بوجودك نائل : ( باسهااا فراسهااا ) يلاه بلاما تعطلي على داركم غدا ونزيدو نهضرو,"With you, Nael: (She knows it herself) Come on, don't delay going to your house tomorrow, and we'll continue talking."
كتر نتاليا : اممم عرفت قصدك صافي واخااا نائل : هه مزيان ( طبع بوسة,"Natacha: Hmm, I understand what you mean, okay.  
Nael: Haha, good. (Gives a kiss)"
خفيفة ف شفايفها ) حبيبتي حلوة وانااا مكانشبعش منهااا نتاليا : هههههه ( حنوكهااا حمارو,"""Her lips are soft."""
) نائل : يخليلي لي تحشم ...... بقاااو يهضرو شوية و نزلات نتاليااا و نائل,"Nael: Leave me alone, you shy one... They kept talking for a bit, and then Natalia and Nael came down."
بقااا تمااا حتى دخلات لدار عاد مشاااا ... امااا بنسة ل دنيااا عيات تسنااا و,"She stayed there until she entered the house, then he left... As for Dunia, she got tired of waiting."
فاللخر ستسلماات ومشاات فحالهاااا ....... نتاليا ✅ غير دخلت لدار بست لماما راسها ويدها بغيت,"In the end, she gave up and left... Natalia ✅ As soon as she entered the house, she kissed her mom's head and hand."
نلهيهااا باش ماتبدااا هههه طلعت لبيتي لبست بيجامتي و هبطت لعدها كانت غير بوحدهااا توآمي,"I distracted her so she wouldn't start hahaha. I went up to my room, put on my pajamas, and went down to her; she was alone, my twin."
لقيتهم خارجين شحال وانا وياهااا ڭالسين عاد جاو هومااا تعشيناااا وكل واحد تفرق لبيتووو انا,"I found them going out, after a long time of sitting with her, they just came, we had dinner, and everyone went to their room."
غير حطيت راسي على المخدة نعست حيت حسيت بالعية بزااااف😴😴 ~أصبحنا وأصبح الملك لله~🌷🌷 فقت,"I just put my head on the pillow and fell asleep because I felt so tired 😴😴 ~We have woken up, and sovereignty belongs to God~ 🌷🌷 I woke up."
كيف العادة مشيت لدوش قديت حاجتي رجعت لبيت بدلت عليااا تفكرت الدواا ديالي هبطت عند,"As usual, I went to the shower, finished up, returned to my room, changed, then remembered my medicine and went down to..."
ماما لكوزينة لقيتها توجد لفطور طلعت كاس ديال الما فيدي دخلت لبيت جبدت الدواا شربتووو,"Mom was in the kitchen preparing breakfast, I went up with a glass of water in my hand, entered the room, took the medicine, and drank it."
وعاود هبطت ...... ايما ✅ نمشيو نتفكرو ديك الحمقة ديال نعمة ليل كامل وهي تميساجة,"And again, she went down... Yes ✅ Let's go remember that craziness of Naima, the whole night being restless."
مع أغيد و ف صباااح شافت ف تيلي لقاتو كاتب ليهااا كانبغيك بغااات طير بالفرحة,"With Aghid, and in the morning, she looked at her phone and found him writing to her, ""I love you."" She wanted to fly with joy."
وهي مخلاتوش يتسنااا حتى شوية كتباتلوو حتى انا احوباااي ههههههه خدمات موسيقى فالتيلي ودارت لي,"She didn't even let him wait a bit; she wrote to him, ""Me too, my love,"" hahaha, played music on the phone, and did it for him."
زيااات وبقات تنقز فوق الناموسية؟؟؟؟ .......... فهاااد الاتناء التوآم لقاااو بيت نتاليااا مفتوح ودخلوو عمر,"Ziyat kept jumping on the bed???? .......... At that moment, the twins found Natalia's room open and Omar entered."
: اتكون مشات خسارة كنت باغي نفطر معاها عمير : اش نديرو ولكن مانعرف تكون,"It would be a loss if she left; I wanted to have breakfast with her, Amine. What should we do? But I don’t know if she will."
نجربوو حضنا يلاه ... عمر : ( رمة عينووو لباركون ) بلاتي .... دخل لباركون,"Let's try our luck, come on ... Omar: (he glanced at the balcony) Wait ... he entered the balcony."
وشاف نعمة تنقز فوق الناموسية لحمقة خلات الباركون محلول ههههه عمر : عمير جري تشوف,"And he saw Naama jumping on the bed; the crazy one left the balcony open hahaha. Omar: Ameer, run and check!"
عمير : ( دخل عندو ) هااني اش غانشوف؟؟ عمر : شوف الحمقة اش راهااا,"Amir: (entered) ""Here I am, what am I going to see?""  
Omar: ""Look at the madness, what is it?"""
دير عمير : ( غير قالو لحمقة وهو يشوف فالباركون ديال نعمة ) تسنااا هاني,"Dir Ameir: (As they mentioned the crazy one, he looks at Naama's balcony) Wait, I'm coming."
جاااي عمر : سير وماتعطلش ( 😂😂 ) مشااا عمير لبيت هز التيلي ورجع عند,"Omar is coming: Go and don’t be late (😂😂). Amir went to the house, grabbed the phone, and came back to him."
خوووه عمر : علاش جبت التيليفوون؟؟ عمير : نديرلهااا فيديو يبقاا عندها احس سڤونير عمرهاا,Amir: I'll make her a video so she can keep it as a nice souvenir forever.
تنساااه ( 😂😂😂 ) عمر : اااه مسكينة مزيان ملي تفكرتيهااا ديرلها فيديو ( 😂😂😂😂,"""Forget it (😂😂😂) Omar: Oh, poor thing, it's good you remembered her, make her a video (😂😂😂😂)."""
) عمير بقااا يسجل ف نعمة وهي معلابلهاااش ڭاع اش واقع عاد كاتكملهااا ملي تبدااا,"Amir kept recording Naima, and she had no idea what was happening until it was over."
وخوووه عمر : نصيفطوه ليها؟؟ عمير : لا غادي تشوفوو من عندهم ماشي من عندنااا,"Wkhoooh Omar: Should we send it to her?  
Amir: No, she will see it from them, not from us."
فهمتي؟؟ عمر : ااااه فهمتك باش ماتعيق بينااا ( 😂😂😂 ) عمير : داكشي لي,"Did you understand??  
Omar: Yeah, I got you, so they don’t catch on to us (😂😂😂).  
Amir: That’s what..."
خممت فيه انا نيت ( 😂😂😂 ) ... المكلخ لخوووه هههههههه ( من بعد تعرفوو,"I really thought about it (😂😂😂)... the idiot, hahaha (you'll find out later)."
اش ناوين يديرو هههه ) ...... نتاليا ✅ انا : صافي شبعت ولكن ماشي بزااف,"Natalia: ""I’m full, but not too much."""
نمشي لقهوة ونزيد ماما : ههههه بصحتك ابنتي انا : ههههه الله يعطيك الصحة مامي,"I’ll go to the café and take mom: Hahaha enjoy, my daughter. Me: Hahaha, may God grant you health, mom."
جيت خارجة من الكوزينة وانااا نتلاقااا مع التوآمي نازلين انا : صباااح نوووور عمر و,"I came out of the kitchen and ran into the twins coming down. Me: Good morning, Omar and..."
عمير : صباااح لخير انا : كيف ديما كاتفيقوو معطلين انا غادي نمشي بسلامة ...,"Amir: Good morning  
Me: As always, you wake up late. I'm leaving, take care..."
( مشات ) عمر و عمير : حتى لعشية بسلامة خرجت لبرا وانا نتلاقااا ب,(She left)
نعمة خارجة من دارهم سلمت عليهااا و مشينااا و فحالي حسيت بقلبي تزير عليا بزااف,"Naima left her house, I greeted her, and we walked, and I felt like my heart tightened a lot."
شدينا طاكسي غير ركبنا وانا نحس بالحريق ف كرشي ... انا : ( شدات فكرشهاا,"We took a taxi, and as soon as we got in, I felt a burning sensation in my stomach... Me: (holding my stomach)."
) نعمة نعمة : شنووو مالكي؟؟ انا : كرشي انعمة كرشي كانحس بالحريق بزااف اوووووف,") Naama Naama: What's wrong with you??  
Me: My stomach, Naama, my stomach. I feel a lot of burning, oooof."
نعمة : ( تخلعااات ) واخااا وااخا صبري خويا عافاك سير لشي عيادة قريبة منهنااا,"Naima: (shocked) Okay, okay, please wait, my brother, go to a nearby clinic."
الله يرحم الواليدين مول الطاكسي : واخااا اختي ... انا : ( كاتخرج لهضرة بزز,"""May God have mercy on your parents, taxi driver.""  
Taxi driver: ""Alright, sister...""  
Me: (Reluctantly starts talking)"
) ن ن نعمة م م مابقيت قادرة نصبر اووووووف لحريق كايزيد ... نعمة :,") N N Naama: I can't bear it anymore, ugh, the pain is increasing... Naama:"
عافاااك اختي صبري خويااا سربي عاااافااااك ... ماوصلت لعيادة حتى ربي غفرلي ڭاع الدنووب دخلناا,"Please, my sister, be patient. My brother, hurry up, please... I didn't reach the clinic until God forgave me all my sins. We entered."
انا ونعمة جاب الله كانت خاوية ... انا : نعمة كانحس ب شي خاجة كاطيح,"Me: Naima, I feel like something is falling."
مني نعمة : ( تصدمت ) شنوووو؟؟ صافي اندخلو دبا ونعرفو اش كاين ... يتبع,"Mina Neama: (shocked) Whattt?? Alright, let's go in now and find out what's going on... To be continued."
[ انا : نعمة كانحس ب شي خاجة كاطيح مني نعمة : ( تصدمت ),"[Me: Naima, I feel like something is falling off me.  
Naima: (shocked)]"
شنوووو؟؟ صافي اندخلو دبا ونعرفو اش كاين ( شدات ف نتاليااا ) زيدي انعاونك باش,"What?? Alright, let's go in now and find out what's going on (she grabbed Natalia). Let me help you so..."
دخلي السكرتيرة : بلاتي شدي فيااا حتى انا انا : واخااا شكراً اووووووووف دخلاتني نعمة,"Bring in the secretary: Wait, hold on to me too: Okay, thank you. Phew, she let me in, a blessing."
و السكرتيرة عند الدكتورة ملي شفتهااا مرة رتاحيت ڭلصوني فوق الباياااص و نعمة خرجات بقيت,"And the secretary at the doctor’s office, when I saw her, I felt relieved."
غير انا معاهم حطوو ليا حوايجي ولبسوني حوايج اخرين ملي شفت الدم خارج مني تخلعت,"I was just with them, they took off my clothes and dressed me in other clothes; when I saw the blood coming out of me, I got scared."
وماعرفت راسي باش تبليت وبديت نبكي غير بوحدي وحتى من الحريق الي زاد كتر ...,"And I didn't know what afflicted me, and I started crying alone, even the pain that increased more..."
د. : غادي نديلك الشوكة بااش يتوقف الدم ومنهااا نيت يتحيد منك لوجع و عاد,"Dr.: I will give you an injection to stop the bleeding, and it will also relieve your pain."
نهضرو انا : دبا غير قولي ليا شنووو عندي؟؟ د : ( عطات يدها على,"Let's talk: Now just tell me, what do I have?? D: (She put her hand on...)"
راس نتاليا ) ماتخافيش كولشي مزيان ( بتاسمااات ليها ) دبا غير ترخاي ماتبقايش هكدا,"Natalia's head: ""Don't worry, everything is fine"" (smiling at her) ""Now just relax, don't stay like this."""
مزيرة انا : واخااا صافي ... درت لي طلبااات مني دڭاتلي الشوكة شوية بدااا ينقص,"I'm struggling: Okay, fine... I did what you asked, the pain from the needle started to ease a bit."
لحريق عاد حسيت براحة شوية ..... د. : كيف كاتحسي دبا شوية؟؟ انا : اااه,"The fire, I just felt a bit of relief...  
Dr.: How are you feeling now, a little better?  
Me: Ahhh."
شوية دبا ممكن نعرف شنووو عندي؟ د. : صبري نديلك التلفازة هي لولى ولكن قبل,"Wait a bit, can I know what's wrong with me?  
Dr.: Be patient, I'll do the ultrasound first, but before that..."
بغيت نعرف واش كاتشربي شي دوااا؟؟ يعني واش نتي مريضة؟؟ انا : اااه انا مريضة,"I: Yes, I am sick."
ومتبعة الدوااا ... د. : واخااا نشوفلك دبااا كرشك ... عراتلي على كرشي وبقات دوز,"Following the medication...  
Doctor: Okay, let me check your stomach now...  
She exposed her stomach for me and continued."
عليهااا ب لابراااي د. : والله فشكل انا : ( مستغربة ) شنووو علاش ف,"""Why?"""
شكل؟؟ د. : الدوا لي شربتي كانضن بلي مجهد عليه ومع داليك مطاحش بقى لاصق,"What's wrong?? Dr.: The medicine you took, I think it's too strong for you, and yet it hasn't worked; it's still persistent."
وداك النزيف لي وقعلك بغا يعلمك ويقولك اماما راني هنااا ماتغامريش بيااا هههه انا :,"And that bleeding that happened to you wanted to teach you and say, ""Mom, I'm here, don't take risks with me, haha."""
اش كاتقولي هضري بلااا الغاااز وترتيني بلا قياس د. : نتي راكي حاملة انا :,"What are you saying? Speak without exaggeration, you stressed me out too much. D: You are pregnant. Me:"
( تصدمت ) واش بصح انا حاملة؟؟ د. : هههه ايه حاملة انا : (,"(Shocked) Am I really pregnant??  
Doctor: Haha yes, you're pregnant.  
Me: ("
تخلطااات عليها ماعرفات تفرح ولا تبكي ) بنت ولا ولد و لا توآم؟؟ د. :,"She got confused, not knowing whether to be happy or cry: girl, boy, or twins?"
ههههه راه عاد الايااام ديالوو لولى مزال مايبان انا : هي دبا انا حاملة اااه,"Hahaha, it's still the early days, it won't show yet. Me: So, I'm pregnant, huh?"
انا حاملة ولكن ..... د. : ولكن شنووو؟؟ اج بعدا واش مزوجة؟؟ انا : (,"I am pregnant, but...  
Doctor: But what?? Wait, are you even married??  
Me: ("
توترت وماعرفت ماتقول من غير ااه ) اممممم اااه د. : راجلك ملي غادي يسمع,"She got nervous and didn’t know what to say except ""ahh."""
بلي راكي حاملة غادي يفرح وراه هدا هو لولد لول ضروري ماتكون عندو مكانة كبيرة,"Let him know you're pregnant, he'll be happy, and this is the first child, so he must have an important place."
بيناتكم ... وهدي الى حافضتي عليه وماتزيديش تغامري بيه ... انا : مافهمتكش؟؟ د. :,"Between you... and this is what I’ve kept and don’t risk it anymore...  
Me: I didn’t understand you??  
D.:"
( شافت فالملف ديالها لي عمراتو ليها نعمة ) نتاليا شوفي الدوا لي كاتشربي وقفيه,"(Natalia looked at her file that Naima filled out for her) Natalia, check the medicine you're taking and stop it."
تعطاتك فرصة و ولدك مزال عايش ترجعي تشربيه مانضمنش ليك بلي يزيد يعيش مزال انا,"You were given a chance, and your son is still alive. If you go back to drinking, I can't guarantee he'll survive any longer."
