english,darija
May God protect you.,Rabi yahfdhek
"Good luck, ma'am 👏 👍",Bonne courage madame 👏 👍
"May God forgive you and bless you, my mother. Your recipe is always magnificent ❤ ❤ 🇩 🇿 🇩 🇿",Rabi yahfdik ouiybarik fîik ya oumi votre recette toujour magnifique ❤ ❤ 🇩 🇿 🇩 🇿
We know you don't do things like that 😍 ❤ ️,Hna 3arfinek madayrach bhal hakak 😍 ❤ ️
Congratulations to you 💕,Tebrke lh 3elik 💕
"Mashallah, there is no power or strength except with Allah, respected sir.",Mâcha Allah lahawla wala kowata ila bilahi saida mohtaram
Should I take the chabakiya out of the freezer directly and fry it or should I wait for it to thaw?,Wach nkharaj chabakiya mn lmojamid derect na9liha wala nsayn tarkhaf
Good morning,Fzwan
"Sister Halima, I want to place an order with you, may God have mercy on your parents.",Khti Halima bgit nadir 3andk commande Allah yrhal walididk
"Hello, can you please add Spanish subtitles to your channel? Thaaaanks",Hola puede poner su canal con subtítulos para español graciiiiias
"Today I made your sfouf recipe, oh beautiful gazelle, and I swear to God, may He grant you health. By the way, I make almost all your successful recipes 100%. Thank you for your advice and your just perfect videos. 👍🥰","Lyouma dert sfouf dialek ja haaaaaa2il ghzaaal o 9tissadi Allah Y3tik sa7a , dailleurs kandir quasi toutes vos recettes naj7ine 100 % merci à vous pour vos conseils et vos vidéos juste parfaite 👍 🥰"
"God bless you, sister Halima.",Tbarklah 3lik akhti halima 👍 👍 👍
"Hello girls, the one who wants to join our YouTube group so we can help each other, she's welcome, get in touch with me.",Slm bnat librat dhkal m3ana group youtoub Bach nat3wno marahba biha twasal m3aya
"Peace be upon you, sister. Please upload the subtitle in English.",Assalamu alaikkum sister . pls upload subtitle in english
May God give you health.,Alah i3tik saha
"This is beautiful, may God give you health, but change this architecture for us.","Hadchi zwin lah ya3tik saha , walkin bdlina had m3amar"
May God give you health.,❤ ️ ❤ ️ 😘 lah i3tik sa7a
"God bless you, may God protect you ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤",Tbarkalah 3lik Rabi yhafdak ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤
"Translation:
Bravo, you are fasting for our master Ramadan. May Allah bring it upon us with sustenance, health, and peace. These things are great, bravo, we will try it.",Machalah 3lik kathamsina lsidna Ramadan lah idakhlo 3lina bi raz9 ou saha ou salam hachwat rai3in machalah anjarbha
"Translation: Bless you, my sister 👍 👍",Tbarkah 3lik khti 👍 👍
"Hello from Algeria, thank you for these wonderful recipes. Please, how much does your measuring glass hold?","Salam d & # 39 ; Algérie , merci pour ces magnifiques recettes . SVP votre verre mesure combien"
We only have crumbs left.,B9a lina ghir sfof
"May God protect you, my dear. Good continuation and good luck. God has willed it. Thank you very much.",Allah ihafdak ma chére bonne continuation et bon courage macha Allah 1000 1000 1000 chokr
Thank you for your recipe 👍 👍 ♥ ️,Merci pour votre recette 👍 👍 ♥ ️
"I tried my best to give you health, my sister.",Jarabtha ellah i3tik Saha akhti 💞 💕 😘 🥰 🤲 😍 😍
"May God bless you, my sweet sister. Your description shows that everything is going well. I hope to see you soon. You are not being seen, and thank you for your sweet sisterhood. 🤲 🤲 🤲",Tbarklah 3lik khti hlima wasftoki keloha fi almostwa ntmna mlah tzorini fi 9nati hta ana 3nti mytchaf wchokran lahla ikhtikom 🤲 🤲 🤲
"The first one ❤ ❤ ❤ God bless you, Halima.",Awal wahda ❤ ❤ ❤ tbarkallah 3like halima
Thank you for all the recipes.,Machaa lah 3lik 3afak 3la jami3 lwasafat
"May God protect you, teacher, this is cooking.",Lah ihafdak ostada da tabkh
"Allah will suffice them, and He is the All-Hearing, the All-Knowing. May Allah be with you, my respected sister. You are a symbol of credibility, and your qualities have a ""validated"" stamp. O Allah, turn their plot against them. A successful march.",ﻓﺴﻴﻜﻔﻴﻜﻬﻢ ﷲ ﻭ ﻫﻮ ﺍﻟﺴﻤﻴﻊ ﺍﻟﻌﻠﻴﻢ < br > ﷲ ﻣﻌﻚ ﺍﺧﺘﻲ ﺍﻟﻤﺤﺘﺮﻣﺔ ﺍﻧﺖ ﺭﻣﺰ ﺍﻟﻤﺼﺪﺍﻗﻴﺔ ﻭﺻﻔﺎﺗﻚ ﻋﻠﻴﻬﺎ ﻃﺎﺑﻊ & quot ; validé & quot ; < br > ﺍﻟﻠﻬﻢ ﺍﺟﻌﻞ ﻛﻴﺪﻫﻢ ﻓﻲ ﻧﺤﻮﺭﻫﻢ < br > ﻣﺴﻴﺮﺓ ﻣﻮﻓﻘﺔ
"May God bless you, my sister Halima. You are a wonderful person, mashallah.",Tebarklah 3lik aheti halima anti insna machalah
"Please, my sister Halima, everything is fine, thank God, but tell me what kind of cream is it, for cooking or for sweets?",Bsahtak halima khti kolchi tbarkallah zwin walakin goli liya ach man crema wach dyal tyab ola dyal l7alwa
Please give me a pan for fish.,Afak hatina payla dyal poisson
"May God give you health, thank you.",Détour janvier wear lah yaatik saha merci
Deserve me.,tstahli
Please translate it to Spanish.,Porfavor lo . puede traducir español
"Sister Halima, you are a reasonable and wise woman, and I like you and your qualities a lot. Please don't let people provoke you and don't get yourself in trouble. May God deal with them.",Khti halima nti mra ma39oula wrzaaala wana kat3ajbini bzaaaf owasafatak rzaline 3afak matdihach fnas wmat3amrich rask lah yakhod fihom lha9
Are you not putting walnuts in it?,Wach makadirich fih lgoza
"God bless you, you are doing well in religion, may God protect you 🤲🤲🤲🤲❤️❤️❤️❤️❤️👍👍👍👍👍",Tbark Allah alayk halima fiilane lbenna fi liddine Allah yhafdek 🤲 🤲 🤲 🤲 ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 👍 👍 👍 👍 👍
You are the best person ever.,Mchalh ahsan insana mchalh
Thank you for your appetizing recipes thank you very much,Merci pour tes recettes appétissante merci beaucoup
"I am Algerian and I have been following you for a long time. You are an example for all women, not just Moroccans. You shine and that's why you will surely find similar problems. You have to move on and not get into these details. The main thing is that your fans know you.","Je suis Algérienne et je vous suis depuis longtemps , vous êtes un exemple pour toutes les femmes , pas seulement marocaines , vous brillez et c & # 39 ; est pour cela que vous trouverez sûrement des problèmes pareils , il faut passer et ne pas entrer dans ces détails . L & # 39 ; essentiel vos fans vous connaissent ."
I made orange juice instead of milk. Will it taste good?,Wax iba dert 3asir borto9al fblast lben wax dji zwina
"Thank you, everything from your hands is beautiful.",Tbarklh 3lik kolchi mn ydik zwin
"God has willed your excellence, always top.",Macha Allah 3lik dima top 👍 👍 ☝
Wonderful recipe 👍 👍 👍 👍 👍,Wasfa ravira 👍 👍 👍 👍 👍
"I'm frying them in the oven or frying a lot of bananas, thank you sister Halima for the idea ❤️","Ana ka nhma9 alihom fe foran awla m9lyne bananin bzaf , chokran akhti halima ela fikra ❤ ️"
"Sister Halima, it's been a while since you posted a new video. Don't be lazy, I'm going back to the old ones that are always working.",Khti halima wa5a mafkatrich video jdad matkafich rah kanrj3e l9dam houma Bach kdamin
"May God grant Rihad rest, the poor woman.",B9alkom rihad sayda maskina lah yakhod l7a9
I told my sister.,acho 9lti akhti
"The caravan is moving and the dogs are barking, my sister Halima, may God keep you away from all evil, we miss you a lot and we have benefited from you a lot.",Al9afila tasir walkilabo tanbah akhti halima lah ib3ad 3lik kola char tanbghiwk bzaf ostafdna manak bzaf
"God bless you, my sister. For those who want a kilo of Chebakia, how much flour do I need to use? And regarding the price, how much should I sell it per kilo, with almonds or without almonds?",ﺗﺒﺎﺭﻙ ﷲ ﻋﻠﻴﻚ ﺍﺧﺘﻲ ﻋﺎﻓﺎﻙ ﻟﻲ ﺑﻐﻰ ﻛﻴﻠﻮو ﺷﺒﺎﻛﻴﺔ ﺷﺤﺎﻝ ﺧﺎﺻﻨﻲ ﻧﺪﻳﺮ ﻃﺤﻴﻦ،ﺍﻭ ﺑﺎﻟﻨﺴﺒﺔ ﺍﻟﺜﻤﻦ ﻋﺎﻓﺎﻙ ﺷﺤﺎﻝ ﻧﺒﻴﻌﻬﺎ ﺑﺎﻟﻜﻴﻠﻮ ﺑﺎﻟﻠﻮﺯ ﺍﻭ ﺑﻼ ﻟﻮﺯ
"Heart
Heart Heart Heart Heart Heart Heart Heart",❤ < br > < br > ❤ ❤ ❤ ❤ ❤ ❤ ❤
Enjoy your meal,Testahli kol khir
"May God grant you success, my generous sister. We have learned a lot from you. May God reward you with goodness.",Lah ywaf9ek okhti lkarima t3alamna m3ak bezaf lah yjazik khir
"Hello, God bless you 👍 👍 👍 👍 👍 👍",Salam tbarka lahe 3like 👍 👍 👍 👍 👍 👍
"I adore you. I learned a lot of things with you. Thank you infinitely, Halima.",Je vous adore j ai appris beaucoup de choses avec vous merci infiniment Halima 🇩 🇿 🇲 🇦 🇩 🇿 🇲 🇦
Always straight,Dima tooop
"Congratulations, sister Halima.",Mabrok 3lik akhti halima
"God willing, this is great 🥰🥰 Good luck, my sister Halima, and may you always be at the top, God willing. God bless you, your recipes are always tried and they come out delicious 😋😋",Machae allah hadchi kayfarah 🥰 🥰 mowafaka okhti halima odima top inchae allah . Tbarek allah wasafatek dima kanjarebhom okayjiw ghzalin 😋 😋
"May God have mercy on your father, sister Halima ❤",Lah yr7am men rebak khti Halima ❤
"God, even you didn't create them properly.",Llah ya rebi hata nti makhelawakch tronkil
"They plot, but Allah is the best of planners. Don't argue with them, and continue on your way, for you are above their insults.",yamkoroun walaho khayro lmakirin matadihach fihom wastamari wanti ghaniya 3la ta3rif
They are known and want to destroy any < br > Proud Moroccan woman who preserves and protects our Moroccan heritage 🇲🇦🇲🇦🇲🇦 May God grant you victory over them,Rahom ma3rofin obaghyin ihatmo ay < br > Maghribia nkia mohafida o mhafda 3la toratna maghribi 🇲 🇦 🇲 🇦 🇲 🇦 Allah inesrek 3lihom
"Hello, my dear sister. How are you? I am one of your fans. You are a respectable person, and it shows in your interactions with people. God bless you.",Slm khti hlima anamn lmohibin dyalk nti insna mhtrma obaynfik bntnas tbarklah alik
"I apologize, but I don't fully understand your request. Could you please provide the English ingredient or sentence you would like me to translate? I'll do my best to provide an accurate translation without any additional commentary.",Please translate english ingredient i want make it i know you won & # 39 ; t translate english like subtitles . 😒 😒 😴
"Sister Halima, is it possible to cut the large pastilla leaves the same way you cut the leaves?",Khti hlima wch momkim n9t3o lwr9a dlbstila lkbira lsikar bnfs tri9a li9t3ti nti biha lwr9a
"Sister Halima, is the fennel necessary?",Khti halima wach darori lfino
"May Allah grant you success, always new, thank you very much for all the effort you put in 👍 💥",Machallah Allah yfadak toujours jadid merci beaucoup pour tous l effort que vous faite 👍 💥
"I apologize, but there is no ingredients list provided in the input for me to translate to English. The input appears to be a comment or a question about a recipe, but it does not include the actual ingredients. If you can provide the list of ingredients in Moroccan, I would be happy to translate them to English for you.",Didn & # 39 ; t understand anything but looks good . . what & # 39 ; s the ingredients list < br > Plz mention in English
"May God keep you away from those bastards. You are a wonderful person, I swear to God.",Lahyb3d 3lik wlad hram nti insana rai3a wlah m3ak
"Thank you, sister Halima.",Tbarkalah 3lik akhti halima
"How are you, Auntie Halima?",Yak labass a lala Halima
What time will it be?,Wach l ma ykon sjon
"Hello, thank you very much, my sister ❤",Slm chokran bzaf akhti ❤
You can keep them in the freezer.,Tbarklah 3lik wach momkin nahtafd fihom flmojamid
God bless you ❤,Mchallh alik ❤
May God grant you success.,tbarkalsh 3lik laywafa9
"Hello my sister, how are you? I swear to God, I was thinking about buying Halima's famous tart for you so we can have it together 😘😘😘😘",Salam okhti macha alah 3lik wlah Ana 3an3mla 9olt anchura halima ftaht jbartik nitina lowla 😘 😘 😘 😘
That's a lot,Hadchi ktir
"My dear sister, may God keep the envious away from you.",Khti hbibti lah ib3ad 3lik alhasadin
"Thank you, always something new.",Tbarkalah 3lik toujours du nouveau .
Great 👍 👍 👍 👍 👍 👏 👏 👏 👏,Tooooooop 👍 👍 👍 👍 👍 👏 👏 👏 👏
"I wish you good health, I want to try it, and I swear to you, you look beautiful.",3tek seha db njerabha o red aliik katban ghzala
"Good evening, mmmm to your health ❤","Massae lkir , mmmm bessahtkoum ❤"
"Please, I'm very hungry. It stays in my head when I study in the evening. Please give me some ideas.",3afak ana kaatjini hchiicha bzaf katb9a theers fash kanderha fe tsar svp shi idée
"May God protect you, God willing.",Awal like ❤ ❤ ❤ ❤ . Allah y ehfad lik inch Allah
"May God bless you and protect you, my friend. Good idea, thank you very much.",Tbarkla 3alike à lahe i7afdak yarhapi bon idée merci beaucoup 👍 🤲 🙏 🫵 🫵 💐 ❤ ️ 🇲 🇫 🇲 🇦
Did you forget to add salt or is there a problem?,Nsit madart lmalha wach makin mochkil ? ?
"May God have mercy on your parents and increase your likes on YouTube, God willing.",Okti halima brinak fl YouTube lah yrhm lwalidin lah yktr mn amtalk yarab
"You are very sweet, you deserve all the good, stay here, you are not here forever, your recipes are 100% successful, we die for you, your food is beautiful, always new, acceptable, God willing, it's wonderful, may God keep you for us, go on, we watch you on YouTube, we follow you, may God reward you with a thousand thousand good, stay for us, may God have mercy on the stomach you cook in, the food today is delicious at all times.",Insana kalouka bzaf tstahli koul kir okti hna mak pour toujours tes recettes najhin mlyoun fl mya nmoutou alik aklak jamal hdaga dima ljadid mkboula machaalah rawaa lhla yktek alina tmchi ntlfou lah yhfdk bkay mana fl YouTube kantlbk jazaki lah bialf alf kir okti lralya lah yrhm lkrch li tkbti fiha niama loum zawja lokt koulchi
Halima is a good Moroccan woman. May God keep the wicked children away from you. God is sufficient for me and He is the best disposer of affairs against them.,Halima ni3ma lmar2a lmaghribiya l9oha lah iba3ad 3lik wlad lhram hasbiya lah wani3ma lwakil fihom
May God give you health. I am one of your followers. May God protect you.,Allah y3tik saha ana man lmotatbi3at dyalk Allah yhafdak
Report the group.,A signaler le groupe .
May God bless you and help you forget about them.,Tbarkallah alik lah yenesserk alihom
Who will watch the video in 2024,Chkon ja ichof lvidyo f 2024
"Look, my sister, you are a classy and educated woman. We are still learning from you, and you are still not looking down on people without your level. You are way classier than them. I really like you.",chofi akhti ntya insana ra9ya w t3lmna mnak o mzalin mtdihach fnas li bidoni mostwa ntya ra9ya 3lihom bzzzaf knhyik
"Hello to you too, my sister.",Salama mlk akhti
Be careful because our neighbors see our recipes,Faites attention car nos voisins voient nos recettes
"May God give you health, I also put it in the freezer until I want it and eat it.",Allah i3tik saha hatta ana kandirha f congélateur hatta nabghiha o nakliha
Thank you,Tbarkalah a3lik
How are you? May God keep you well.,Chhal thin fours o9amh allah ikhalik
Thank you very much,Tbarkalalh 3lik 👍 👍 👍 👍 👍 😘 😘 😘 😘 😘 😘
"I didn't understand those who put their heads on it and started to slip. Oh, people of God, don't you see that it's drinking well and coming with you? May God help the municipal head of Chawiya, the sons of Hariz. The mason and the comment.",Mafhamtch hado liy7eto rfisa nachfawybdaw yzaw9o . Wach a 3ibad allah lamaghare9tiha tchareb mzyane wtji m3alka . Allah y3ea rfisa lbldiya dyal chawiya wlad 7riz . Lbenna w te3lika
"Hi, I'm fine. I won't be seeing you on YouTube anymore. May God bless you.",Mbrok elik safi maghdxh nb9aw nchofik f youtube 😦 lah ykml elik bkher
Take the orders,Kandir les commandes
"My sister Halima, please give me the recipe for party cakes.",ﺧﺘﻲ ﺣﻠﻴﻤﺔ ﻋﺎﻓﺎﻙ ﻭﺻﻔﺔ les gâteaux soirées
Buy me 2 groups on Facebook.,Kishbli nti 2 group f fb
"If you put it without toilet paper, it's okay.",Ila drto bla wara9 Dyal tyab 3adi
"Hello sister Halima, God bless you, all men are nothing compared to you.",Salam khti halima tbarkalah alik kolchi rjal rien adik
May God give you health.,Llah y3tik sa7a
Please give me the rfisa with fried onions.,Kheti halima pliiz dirilina rfisa b lbsla m3sla
All your qualities are wonderful.,Machlah 3lik wasafatik kolhom raw3a
"It's hearty, my dear, too much sugar!!!!!","C & # 39 ; est copieux ma chérie , trop de sucre ! ! ! ! !"
Who else is left? There's nothing.,Chkon liba9i mawjdat walo
"Sister, but you didn't put salt, sanida, and eggs, it's not a problem.",Khti walkin mdrtich lmalh wsanida wlbid machi mochkil
"Hello sisters, how are you? Please, I beg you to subscribe to my channel. May God make things easy for you. I really need your support. May God protect you.",Slm lkhot kidayrin labass 3afakom dkhlo diro liya abonnement lah ishl amrkom rani mhtajakom lah ishl 3likom
We are all HALIMA FILALI the best of the best,Nous sommes tous HALIMA FILALI la meilleure des meilleures
"Bravo to you, my sister. Honestly, it's wonderful. We'll do it, God willing.",Bravo 3lik a khti saraha raw3a randirha nchallah 😋 🥰 😘 👍 ❤ ️
You like to explain everything.,bach kat3jabni hwa katacharhi kolchi
"Translation:
God bless you, you look amazing my love, I miss you, I'm here with you my love, you deserve all the best, mwah.",Tbarkallah mâchaa Allah 3like habibti twahachnake hna m3ake habouba tastahli kol khair mwah
"Hi sister Halima, maybe we shouldn't gossip.",Slm khti Halima momkin mandirch nkhala
"God bless you. I trust your recipes, I tried them and they worked. God bless the clean content.",Tbark lah 3lik Ana knti9 flwasafat dialak b7a jrabthom okinj7o tbark lah 3la lmo7tawa n9i
God bless you,Tbarkllah 3liki
"My dear beloved sister, peace be upon you. If you know of any family in Fez, I can come and work for them, doing laundry, cooking, and taking care of the children. I won't go out until I've finished everything. I'll work for just a dirham or if you give me just a little bit of vegetables and oil from their house. I have two daughters, one of whom was just born. I am taking full responsibility. I swear to God, I am writing this while crying. God is high and aware of our situation. The neighbors gave me Wi-Fi so I can look for small jobs on the phone, but the signal is very weak. We were well off until times turned against us. I want to work for her doing anything, even if it's just a little help with vegetables or a can of milk. My daughter is suffering from anemia due to a lack of potatoes and almonds in her diet. Please don't ignore me. If anyone has any used items or knows of any charities for divorced women or any work in agriculture, as long as it's halal, may God protect you in this world and the hereafter and give you a palace in paradise. Don't ignore me, even if it's just a prayer for good without shaming me. What I'm going through is enough. For the sake of my children, I would bury my face in the dirt. Only those who have gone through this will understand me. 🤲🏻🙏",ﺧﺘﻲ ﻟﺤﺒﻴﺒﺔ ﺳﻠﻢ ﻋﻠﻴﻜﻢ ﻟﻜﻴﻌﺮﻑ ﺷﻲ ﻋﺎﺀﻟﺔ ﻓﺎﺱ ﻧﺠﻲ ﻧﺸﻘﺎ ﻟﻴﻬﺎ ﻭﺗﺼﺒﺎﻥ ﻭﻃﻴﺎﺏ ﻭﻧﻘﺎﺑﻞ ﻟﻮﻻﺩ ﻟﻲ ﻛﺎﻥ ﻣﻨﺨﺮﺝ ﺗﺎ ﻧﺴﺎﻟﻲ ﻛﻮﻟﺸﻲ ﻧﺨﺪﻡ ﻏﻲ ﺩﺭﻫﻢهم ﺍﻭ ﺗﻌﻄﻴﻨﻲ ﻏﻲ ﺷﻮﻳﺎ ﺩﻳﺎﻝ ﺍﻟﺨﻀﺮﺓ ﻭﺯﻳﺖ ﻣﻦ ﺩﺍﺭﻫﺎ ﻋﻨﺪﻱ ﺟﻮﺝ ﻭﻟﻴﺪﺍﺕ ﺑﻨﻴﺔ ﻋﺎﺩ ﺧﻼﻗﺖ ﺍﻧﺎ ﻫﺎﺯﺓ ﺍﻟﻤﺲﺀﻭﻟﻴﺔ ﻛﺎﻣﻠﺔ ﺍﻗﺴﻢ ﺑﺎﻟﻠﻪ ﺍﻻ ﻛﻨﻜﺘﺐ ﻭﻧﺒﻜﻲ ﺭﺑﻲ ﻋﺎﻟﻲ ﻭﻋﺎﻟﻢ ﺑﺤﺎﻟﺘﻨﺎ ﺟﻴﺮﺍﻥ ﻋﻄﻴﻨﻲ ﻟﻮﻳﻔﻲ ﺑﺎﺵ ﻛﻨﻘﻠﺐ ﻋﻠﻰ ﺑﺮﻳﻜﻮﻻﺕ ﻣﻦ ﺗﻠﻔﻦ ﻭﻟﻜﻦ ﻗﻼﻝ ﺑﺰﺍﻑ ﻛﻨﺎ ﺑﻴﺨﻴﺮ ﺣﺘﺎ ﺗﻘﻠﺐ ﺯﻣﺎﻥ ﻋﻠﻴﻨﺎ ﺑﻐﺎﺕ ﻧﺨﺪﻣﻠﻬﺎ ﺍﻱ ﺣﺎﺟﺔ ﺗﻌﻮﻧﻲ ﻏﻴﺮ ﺷﻮﻳﺎ ﺩﻳﺎﻝ ﺍﻟﺨﻀﺮﺓ ﻭﻻ ﻃﻮﻳﺴﺔ ﺣﻠﻴﺐ ﺑﻨﺘﻲ ﻗﻬﺮﺗﻬﺎ ﺑﺎﺗﺎﻱ ﻭﻟﻮﻳﺰﺓ ﻓﺮﺿﺎﻋﺔ ﻣﺮﺿﺎﺗﻠﻲ ﺑﻔﻘﺮ ﺍﻟﺪﻡ ﺍﻟﻌﺎﺭ ﻣﺘﺘﺠﻬﻠﻮﻧﻴﺶ ﻭﻟﻲ ﻋﻨﺪﻭ ﺷﻲ ﺣﻮﻳﺠﺎﺕ ﻗﺪﺍﻡ ﻭﻻ ﺷﻲ ﺟﻤﻌﻴﺔ ﺍﻟﻤﻄﻠﻘﺎﺕ ﻭﻻ ﺷﻲ ﺧﺪﻣﺔ ﻓﻲ ﻟﻔﻼﺣﺔ ﻛﻴﻤﺎ ﻛﺎﻧﺖ ﻏﻲ ﺗﻜﻮﻥ ﺣﻼﻝ ﷲ ﻳﺴﺘﺮﻙ ﺩﻧﻴﺎ ﻭﺍﺧﺮﺓ ﻭﻳﻌﻄﻴﻜﻢ ﻗﺴﺮ ﻓﺠﻨﺔ ﻣﺘﺘﺠﻬﻠﻮﻧﻴﺶ ﻭﺍﺧﺎ ﻏﻲ ﺩﻋﻴﻮﺓ ﺍﻟﺨﻴﺮ ﺑﻼ ﻣﺘﻌﻴﺮﻭﻧﻲ ﻟﻲ ﻓﻲ ﻛﺎﻓﻴﻨﻲ ﻋﻼ ﻭﺩ ﻭﻻﺩﻱ ﻧﺨﺸﻲ ﻭﺟﻬﻲ ﻓﺘﺮﺍﺏ ﻏﻴﺤﺴﻮ ﺑﻲ ﻏﻲ ﻟﻲ ﻣﺪﻭﺯﻳﻦ ﻫﺪﺷﻲ 🤲 🏻 🙏 ﻟﻈﻈﺰ .
"God willing, may Allah bless with success and achievement, O Lord 👍👍👍😘😘😘",Macha & # 39 ; Allah allahumah barek btawfi9 onajah yarab 👍 👍 👍 😘 😘 😘
You are a wonderful person.,Nti insana rai3a
"Have a good night. I'm one of the people who learned a lot from you and your recipes are great. Don't waste your time, my sister.",insana tayiba ana min nas li t3lmt mnk bzaf olwasafat dyalk rai3a mady3ich w9tk okhti
I don't have the energy.,Oe li ma3ndich nehala
You deserve it . . bravo,Tastahli . . bravo
"Bless you, my sister. May God protect you.",Tbarkilah 3lik akhti rabi yhifdek
Can I water it?,Wach n9dar nsa9iha
I love you so much and I respect you a lot. Greetings to you and may God bless you.,Ana 🇩 🇿 nebrik bezaf we nehtarmek bezaf tahiya like we tbarik alah 3elik
God bless you ❤,Tbarklah 3lik ❤
"Congratulations Halima Filali. I have been using your chebakia recipe for 4 years or more. What number should I set the machine to? Thank you very much. I also wanted to ask if you added sesame seeds, and if I want to add almonds, can I put them together?",Tbrk allah hla halima filali ana 4 snin wla ktar o ana kadir chebakia dialik . . f makina achman rakam ndir ? O barak allah fik . . . o brit nswelik ntia dirti ra janjlan o ila brit ndir hta loz nkdar ndirhom boj yak ?
You are a wonderful woman 💪,Tu es femme formidable 💪
God bless you,Myyyymy tbarklah 3lik
"Please, sister Halima, can you tell me how much I should sell it for?",3afak khti halima momkin tgoli lia bachhal nbi3ha
"God bless you, you came at the right time ❤ ❤ ❤ ❤",Tbarklah 3lik jiti flwa9t ❤ ❤ ❤ ❤
"God bless you, may He protect you 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻❤️",Tebarekalah 3elike alahe iye hafedake 👍 🏻 👍 🏻 👍 🏻 👍 🏻 👍 🏻 👍 🏻 👍 🏻 ❤ ️
Thank you for the hospitality.,Tbarkallah ala chrifa
God bless you. You're the best.,Tbarklah . alik . toppp
"Hello sister Halima 🙋 You are a respectable and hardworking person . . . . . It is impossible for anyone to tarnish your reputation . . . . You are a shining sun on YouTube . . . You spread goodness . . . . Indeed, to Allah we belong and to Him we shall return . . . ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️",Salam oukhti Halima 🙋 anti insana mouhtarama wamoukafiha . . . . . mina lmoustahil yakdar chi wahad ywasakhe soum3a dyalak . . . . anti chams tounirou Al Youtyube . . . katrou chayaten . . . . Inna lillah wa Inna ilayhi raji3oun . . . ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️
"God has willed it for you, my sister.",MachaALLAH alik ma sœur
May God protect the poor and the needy.,ta9iw llah flfo9araa walmasakin
First comment 🌝,1er commentaire 🌝
"Here is the translation in English:

Hello, can I have the recipe in French please, even the syrup",As Salam ahleykoum je peut avoir la recette en français merci même le sirop
"My sister Halima, may God give you health, you tried them and they turned out great 👍 👍 👍 ❤️",A khti halima Allah ya3tek assaha jrbthom Jaw rai3iin 👍 👍 👍 ❤ ️
Congratulations,Mabrok lah ysarlk
"Yes, there is a large group with millions of people doing a campaign for all TikTokers and YouTubers.",ﺍﻩ ﻛﺎﻳﻦ ﺟﺮﻭﺏ ﻛﺒﻴﺮ ﻓﻴﻪ ﺍﻟﻤﻠﻴﻮﻥن ﻛﻴﺪﻳﺮﻭﻭﻭ ﺣﻤﻠﺔ ﺳﻨﻴﺎﻝ ﻛﺎﻉ ﻟﻲ ﺗﻴﻜﺘﻮﻛﺮ ﻭﺍﻟﻴﻮﺗﻴﺒﻮﺭ
"Is there no egg in it, please?",Wach ma fihach baida 3afak
"Hi dear, how are you? Congratulations! Please answer me, do you put the phyllo pastry in oil and do you grease it with oil or butter? It's my first time using it. Thank you.",Slm hbiba 3wacherk mabrokq 3afa jawbini wach warekat lfilo tatekla Fi zet o wach katdehan bizet wla bizebda hit awal mara Ghada nesta3melha et merci
"Sister Halima, instead of yogurt, you can use powdered milk.",Khti halima momkin blaset yoghourt ndir hlib boder
Thank you so much,Choukrane bzafff
Always good good 👍 👍 👍 👍 🙏 🙏 🙏 🙏,Dima topp toppp 👍 👍 👍 👍 🙏 🙏 🙏 🙏
"Hello. I like your recipes. But I don't know why they don't want to share them with me. Please tell me, my imagination is running wild.",Salam . ana kaye3egbouni wasfat dyalk . mais ma3eraftechi 3lâché makayebeghiwchi yeye9atemchouli . 9ouliiiiii khayelah
