Darija (Arabic),Darija (Arabizi),English
راه كان فيا ءيكتيءاب شاديد، اهيا كتءاتار علا داكيرا ديالي بشاكال خاياب اكتخليني نعاس كايجيني بزاف.,"raha kan fiyya 2ikti2ab shadid, ahya kat2attar 3la dakira dyali bshakl 5ayeb w kat5alini n3as kayjini bzaf.","I was in severe depression, it affects my memory badly and makes me sleep a lot."
واخا، امكان لييا نتوقاع اتار جانيبيا علا ناوم و داكيرا بلفاعال، لاكين تياب سبات هادي حاجا خرا.,"wa5a, imkan liya ntwa9a3 atar janibiya 3la nawm w dakira b lfa3al, lakin tyab sbat hadi 7aja 5ra.","Okay, I might expect side effects on sleep and memory with this action, but wearing shoes is another matter."
واخا، امكان لييا نتوقاع اتار جانيبيا علا ناوم و داكيرا بلفاعال، لاكين تياب سبات هادي حاجا خرا.,"wa5a, imkan liya ntwa9a3 atar janibiya 3la nawm w dakira b lfa3al, lakin tyab sbat hadi haja 5ra.","Okay, I might expect side effects on sleep and memory with this action, but wearing shoes is another matter."
واخا، امكان لييا نتوقاع اتار جانيبيا علا ناوم و داكيرا بلفاعال، لاكين تياب سبات هادي حاجا خرا.,"wa5a, imkan liya ntwaqa3 atar janibiya 3la nawm w dakira b lfa3al, lakin tyab sbat hadi 7aja 5ra.","Okay, I might expect side effects on sleep and memory with this action, but wearing shoes is another matter."
واخا، امكان لييا نتوقاع اتار جانيبيا علا ناوم و داكيرا بلفاعال، لاكين تياب سبات هادي حاجا خرا.,"wa5a, imkan liya ntwaqa3 atar janibiya 3la nawm w dakira b lfa3al, lakin tyab sbat hadi haja 5ra.","Okay, I might expect side effects on sleep and memory with this action, but wearing shoes is another matter."
واخا، امكان لييا نتوقاع اتار جانيبيا علا ناوم و داكيرا بلفاعال، لاكين تياب سبات هادي حاجا خرا.,"wakha, imkan liya ntwa9a3 atar janibiya 3la nawm w dakira b lfa3al, lakin tyab sbat hadi 7aja khra.","Okay, I might expect side effects on sleep and memory with this action, but wearing shoes is another matter."
واخا، امكان لييا نتوقاع اتار جانيبيا علا ناوم و داكيرا بلفاعال، لاكين تياب سبات هادي حاجا خرا.,"wakha, imkan liya ntwa9a3 atar janibiya 3la nawm w dakira b lfa3al, lakin tyab sbat hadi haja khra.","Okay, I might expect side effects on sleep and memory with this action, but wearing shoes is another matter."
واخا، امكان لييا نتوقاع اتار جانيبيا علا ناوم و داكيرا بلفاعال، لاكين تياب سبات هادي حاجا خرا.,"wakha, imkan liya ntwaqa3 atar janibiya 3la nawm w dakira b lfa3al, lakin tyab sbat hadi 7aja khra.","Okay, I might expect side effects on sleep and memory with this action, but wearing shoes is another matter."
واخا، امكان لييا نتوقاع اتار جانيبيا علا ناوم و داكيرا بلفاعال، لاكين تياب سبات هادي حاجا خرا.,"wakha, imkan liya ntwaqa3 atar janibiya 3la nawm w dakira b lfa3al, lakin tyab sbat hadi haja khra.","Okay, I might expect side effects on sleep and memory with this action, but wearing shoes is another matter."
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"7it kayna moshkila 7adda fl2idrak (katakhad l7ida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya da7aya, ila konti bssa7 bghiti t7ra9 l7ida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"7it kayna mochkila 7adda fl2idrak (kata5ad l7ida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya da7aya, ila konti bssa7 bghiti t7ra9 l7ida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"7it kayna mochkila 7adda fl2idrak (kata5ad l7ida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya da7aya, ila konti bssa7 bghiti t7raq l7ida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"7it kayna mochkila 7adda fl2idrak (katakhad l7ida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya da7aya, ila konti bssa7 bghiti t7ra9 l7ida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"7it kayna mochkila 7adda fl2idrak (katakhad l7ida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya da7aya, ila konti bssa7 bghiti t7raq l7ida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"7it kayna moshkila 7adda fl2idrak (kata5ad l7ida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya da7aya, ila konti bssa7 bghiti t7ra9 l7ida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"7it kayna moshkila 7adda fl2idrak (kata5ad l7ida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya da7aya, ila konti bssa7 bghiti t7raq l7ida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"7it kayna moshkila 7adda fl2idrak (katakhad l7ida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya da7aya, ila konti bssa7 bghiti t7raq l7ida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"hit kayna mochkila hadda fl2idrak (kata5ad lhida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya dahaya, ila konti bssah bghiti thra9 lhida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"hit kayna mochkila hadda fl2idrak (kata5ad lhida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya dahaya, ila konti bssah bghiti thraq lhida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"hit kayna mochkila hadda fl2idrak (katakhad lhida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya dahaya, ila konti bssah bghiti thra9 lhida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"hit kayna mochkila hadda fl2idrak (katakhad lhida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya dahaya, ila konti bssah bghiti thraq lhida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"hit kayna moshkila hadda fl2idrak (kata5ad lhida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya dahaya, ila konti bssah bghiti thra9 lhida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"hit kayna moshkila hadda fl2idrak (kata5ad lhida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya dahaya, ila konti bssah bghiti thraq lhida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"hit kayna moshkila hadda fl2idrak (katakhad lhida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya dahaya, ila konti bssah bghiti thra9 lhida2 dialk).",Because there is a serious problem in perception.
حيت كاينا موشكيلا حادا فلءيدراك(كاتاخاد لحيداء ديالك موقابيل قتعا ديال لكاعكا، الا عنداك بزاف ديا داحايا، الا كنتي بساح بغيتي تحراڭ لحيداء ديالك,"hit kayna moshkila hadda fl2idrak (katakhad lhida2 dialk moqabil qet3a dial lka3ka, ila 3andak bzaf dya dahaya, ila konti bssah bghiti thraq lhida2 dialk).",Because there is a serious problem in perception.
واخا،قاساح دوي معا لواليدا حيت عندها 96 اهيا سمكا تقريبان,"wakha, 9asa7 dwi m3a lwalida 7it 3ndha 96 ahya smka 9riban.","Okay, it's hard to talk to the mother because she's about 96 and almost deaf."
واخا،قاساح دوي معا لواليدا حيت عندها 96 اهيا سمكا تقريبان,"wa5a, 9asa7 dwi m3a lwalida 7it 3ndha 96 ahya smka 9riban.","Okay, it's hard to talk to the mother because she's about 96 and almost deaf."
واخا،قاساح دوي معا لواليدا حيت عندها 96 اهيا سمكا تقريبان,"wa5a, 9asah dwi m3a lwalida hit 3ndha 96 ahya smka 9riban.","Okay, it's hard to talk to the mother because she's about 96 and almost deaf."
واخا،قاساح دوي معا لواليدا حيت عندها 96 اهيا سمكا تقريبان,"wa5a, qasa7 dwi m3a lwalida 7it 3ndha q6 ahya smka qriban.","Okay, it's hard to talk to the mother because she's about 96 and almost deaf."
واخا،قاساح دوي معا لواليدا حيت عندها 96 اهيا سمكا تقريبان,"wa5a, qasah dwi m3a lwalida hit 3ndha q6 ahya smka qriban.","Okay, it's hard to talk to the mother because she's about 96 and almost deaf."
واخا،قاساح دوي معا لواليدا حيت عندها 96 اهيا سمكا تقريبان,"wakha, 9asah dwi m3a lwalida hit 3ndha 96 ahya smka 9riban.","Okay, it's hard to talk to the mother because she's about 96 and almost deaf."
واخا،قاساح دوي معا لواليدا حيت عندها 96 اهيا سمكا تقريبان,"wakha, qasa7 dwi m3a lwalida 7it 3ndha q6 ahya smka qriban.","Okay, it's hard to talk to the mother because she's about 96 and almost deaf."
واخا،قاساح دوي معا لواليدا حيت عندها 96 اهيا سمكا تقريبان,"wakha, qasah dwi m3a lwalida hit 3ndha q6 ahya smka qriban.","Okay, it's hard to talk to the mother because she's about 96 and almost deaf."
كاتعيات عليا بسميا ديال خويا،وخاسني نغوات انعاود راسي.,"kat3yyat 3liya bsmya dial khoya, w khassni nghwat n3awd rasi.","She calls me by my brother's name, and I need to shout to remind myself."
كاتعيات عليا بسميا ديال خويا،وخاسني نغوات انعاود راسي.,"kat3yyat 3liya bsmya dial 5oya, w 5assni nghwat n3awd rasi.","She calls me by my brother's name, and I need to shout to remind myself."
الا كنتي اتمشي لحافلا، فماغاديش نسحاك بتياب.,"ila konti atmchi l7afla, fmaghadich nsa7ak btiyab.","If you're going to the party, I won't advise you against wearing traditional clothes."
الا كنتي اتمشي لحافلا، فماغاديش نسحاك بتياب.,"ila konti atmchi lhafla, fmaghadich nsahak btiyab.","If you're going to the party, I won't advise you against wearing traditional clothes."
الا كنتي اتمشي لحافلا، فماغاديش نسحاك بتياب.,"ila konti atmshi l7afla, fmaghadish nsa7ak btiyab.","If you're going to the party, I won't advise you against wearing traditional clothes."
الا كنتي اتمشي لحافلا، فماغاديش نسحاك بتياب.,"ila konti atmshi lhafla, fmaghadish nsahak btiyab.","If you're going to the party, I won't advise you against wearing traditional clothes."
لا كنت ناواع من ليكايكون بوحدو، اماشعرت بتيقا الا كنتامي لبنادم,"la kont nawa3 mn li kaykon bou7do, ama cha3rt bti9a ila kontami lbnadem","If I were aware of someone who is always alone, I wouldn't feel trust if I belonged to people."
لا كنت ناواع من ليكايكون بوحدو، اماشعرت بتيقا الا كنتامي لبنادم,"la kont nawa3 mn li kaykon bou7do, ama cha3rt btiqa ila kontami lbnadem","If I were aware of someone who is always alone, I wouldn't feel trust if I belonged to people."
لا كنت ناواع من ليكايكون بوحدو، اماشعرت بتيقا الا كنتامي لبنادم,"la kont nawa3 mn li kaykon bou7do, ama sha3rt bti9a ila kontami lbnadem","If I were aware of someone who is always alone, I wouldn't feel trust if I belonged to people."
لا كنت ناواع من ليكايكون بوحدو، اماشعرت بتيقا الا كنتامي لبنادم,"la kont nawa3 mn li kaykon bou7do, ama sha3rt btiqa ila kontami lbnadem","If I were aware of someone who is always alone, I wouldn't feel trust if I belonged to people."
لا كنت ناواع من ليكايكون بوحدو، اماشعرت بتيقا الا كنتامي لبنادم,"la kont nawa3 mn li kaykon bouhdo, ama cha3rt bti9a ila kontami lbnadem","If I were aware of someone who is always alone, I wouldn't feel trust if I belonged to people."
لا كنت ناواع من ليكايكون بوحدو، اماشعرت بتيقا الا كنتامي لبنادم,"la kont nawa3 mn li kaykon bouhdo, ama cha3rt btiqa ila kontami lbnadem","If I were aware of someone who is always alone, I wouldn't feel trust if I belonged to people."
لا كنت ناواع من ليكايكون بوحدو، اماشعرت بتيقا الا كنتامي لبنادم,"la kont nawa3 mn li kaykon bouhdo, ama sha3rt bti9a ila kontami lbnadem","If I were aware of someone who is always alone, I wouldn't feel trust if I belonged to people."
لا كنت ناواع من ليكايكون بوحدو، اماشعرت بتيقا الا كنتامي لبنادم,"la kont nawa3 mn li kaykon bouhdo, ama sha3rt btiqa ila kontami lbnadem","If I were aware of someone who is always alone, I wouldn't feel trust if I belonged to people."
اه، كاندن بلي دكارت ليك بلي لعابت بزاف ف لوعبا ديال ريڭبي،وكان هادا هوا لبلاسا ليدرابت فيه بداربا راءاس تقيلا كانت لبدايا ديال لماشاكيل.,"ah, kan dan blli dakart lik blli l3abt bzaf f l3ba dial rigbi, w kan hada howa lblasa li drabt fih b darba ra2s tqila kant lbdaya dial lmachakil.","Oh, I think Descartes told you that I played a lot in rugby games, and this was the place where I got hit hard on the head, which was the beginning of the problems."
اه، كاندن بلي دكارت ليك بلي لعابت بزاف ف لوعبا ديال ريڭبي،وكان هادا هوا لبلاسا ليدرابت فيه بداربا راءاس تقيلا كانت لبدايا ديال لماشاكيل.,"ah, kan dan blli dakart lik blli l3abt bzaf f l3ba dial rigbi, w kan hada howa lblasa li drabt fih b darba ra2s tqila kant lbdaya dial lmashakil.","Oh, I think Descartes told you that I played a lot in rugby games, and this was the place where I got hit hard on the head, which was the beginning of the problems."
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kaychir lmacha3ir 9as7a mayemkench t3eber 3la racha b 6ari9a 5ra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kaychir lmacha3ir 9as7a mayemkench t3eber 3la racha b 6ari9a khra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kaychir lmacha3ir 9asha mayemkench t3eber 3la racha b 6ari9a 5ra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kaychir lmacha3ir 9asha mayemkench t3eber 3la racha b 6ari9a khra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kaychir lmacha3ir qas7a mayemkench t3eber 3la racha b 6ariqa 5ra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kaychir lmacha3ir qas7a mayemkench t3eber 3la racha b 6ariqa khra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kaychir lmacha3ir qasha mayemkench t3eber 3la racha b 6ariqa 5ra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kaychir lmacha3ir qasha mayemkench t3eber 3la racha b 6ariqa khra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kayshir lmasha3ir 9as7a mayemkensh t3eber 3la rasha b 6ari9a 5ra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kayshir lmasha3ir 9as7a mayemkensh t3eber 3la rasha b 6ari9a khra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kayshir lmasha3ir 9asha mayemkensh t3eber 3la rasha b 6ari9a 5ra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kayshir lmasha3ir 9asha mayemkensh t3eber 3la rasha b 6ari9a khra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kayshir lmasha3ir qas7a mayemkensh t3eber 3la rasha b 6ariqa 5ra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kayshir lmasha3ir qas7a mayemkensh t3eber 3la rasha b 6ariqa khra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kayshir lmasha3ir qasha mayemkensh t3eber 3la rasha b 6ariqa 5ra,I think expressing emotions harshly cannot be explained to Rasha in another way.
كندان بلي دير سبابات فل فارن كايشير لماشاعير قاسحا مايمكنش تعبار علا راشا بتاريقا خرا.,kanden bli dir sebabat fl farn kayshir lmasha3ir qasha mayemkensh t3eber 3la rasha b 6ariqa khra,I think expressing emotions harshly cannot be explained to Rasha in another way.
داكشي علاش كنسحاك بهادشي:بقا دير ريادا منتادما(بحال جاريي)، اغلاق لفران اكول لواجابات باردا باش تجاناب اوقاع شي شرير ف لمبنا ديالك، و اديرك فلماسراح,"dakchi 3lach kans7ak bhadchi: b9a dir riyada montadma (b7al jaryi), ighlaq lfran okol lwajbat barda bash tjanab iw9a3 chi chrir f lmbna dyalk, w adirk flmasra7.","That's why I advise you this: keep exercising regularly (like jogging), turn off the oven, eat cold meals to avoid any harm to your building, and focus on the theater."
داكشي علاش كنسحاك بهادشي:بقا دير ريادا منتادما(بحال جاريي)، اغلاق لفران اكول لواجابات باردا باش تجاناب اوقاع شي شرير ف لمبنا ديالك، و اديرك فلماسراح,"dakchi 3lach kans7ak bhadchi: b9a dir riyada montadma (b7al jaryi), ighlaq lfran okol lwajbat barda bach tjanab iw9a3 chi chrir f lmbna dyalk, w adirk flmasra7.","That's why I advise you this: keep exercising regularly (like jogging), turn off the oven, eat cold meals to avoid any harm to your building, and focus on the theater."
داكشي علاش كنسحاك بهادشي:بقا دير ريادا منتادما(بحال جاريي)، اغلاق لفران اكول لواجابات باردا باش تجاناب اوقاع شي شرير ف لمبنا ديالك، و اديرك فلماسراح,"dakchi 3lach kans7ak bhadchi: bqa dir riyada montadma (b7al jaryi), ighlaq lfran okol lwajbat barda bach tjanab iwqa3 chi chrir f lmbna dyalk, w adirk flmasra7.","That's why I advise you this: keep exercising regularly (like jogging), turn off the oven, eat cold meals to avoid any harm to your building, and focus on the theater."
داكشي علاش كنسحاك بهادشي:بقا دير ريادا منتادما(بحال جاريي)، اغلاق لفران اكول لواجابات باردا باش تجاناب اوقاع شي شرير ف لمبنا ديالك، و اديرك فلماسراح,"dakchi 3lach kans7ak bhadchi: bqa dir riyada montadma (b7al jaryi), ighlaq lfran okol lwajbat barda bash tjanab iwqa3 chi chrir f lmbna dyalk, w adirk flmasra7.","That's why I advise you this: keep exercising regularly (like jogging), turn off the oven, eat cold meals to avoid any harm to your building, and focus on the theater."
داكشي علاش كنسحاك بهادشي:بقا دير ريادا منتادما(بحال جاريي)، اغلاق لفران اكول لواجابات باردا باش تجاناب اوقاع شي شرير ف لمبنا ديالك، و اديرك فلماسراح,"dakchi 3lach kanshak bhadchi: b9a dir riyada montadma (bhal jaryi), ighlaq lfran okol lwajbat barda bach tjanab iw9a3 chi chrir f lmbna dyalk, w adirk flmasrah.","That's why I advise you this: keep exercising regularly (like jogging), turn off the oven, eat cold meals to avoid any harm to your building, and focus on the theater."
داكشي علاش كنسحاك بهادشي:بقا دير ريادا منتادما(بحال جاريي)، اغلاق لفران اكول لواجابات باردا باش تجاناب اوقاع شي شرير ف لمبنا ديالك، و اديرك فلماسراح,"dakchi 3lach kanshak bhadchi: b9a dir riyada montadma (bhal jaryi), ighlaq lfran okol lwajbat barda bash tjanab iw9a3 chi chrir f lmbna dyalk, w adirk flmasrah.","That's why I advise you this: keep exercising regularly (like jogging), turn off the oven, eat cold meals to avoid any harm to your building, and focus on the theater."
داكشي علاش كنسحاك بهادشي:بقا دير ريادا منتادما(بحال جاريي)، اغلاق لفران اكول لواجابات باردا باش تجاناب اوقاع شي شرير ف لمبنا ديالك، و اديرك فلماسراح,"dakchi 3lach kanshak bhadchi: bqa dir riyada montadma (bhal jaryi), ighlaq lfran okol lwajbat barda bach tjanab iwqa3 chi chrir f lmbna dyalk, w adirk flmasrah.","That's why I advise you this: keep exercising regularly (like jogging), turn off the oven, eat cold meals to avoid any harm to your building, and focus on the theater."
داكشي علاش كنسحاك بهادشي:بقا دير ريادا منتادما(بحال جاريي)، اغلاق لفران اكول لواجابات باردا باش تجاناب اوقاع شي شرير ف لمبنا ديالك، و اديرك فلماسراح,"dakchi 3lach kanshak bhadchi: bqa dir riyada montadma (bhal jaryi), ighlaq lfran okol lwajbat barda bash tjanab iwqa3 chi chrir f lmbna dyalk, w adirk flmasrah.","That's why I advise you this: keep exercising regularly (like jogging), turn off the oven, eat cold meals to avoid any harm to your building, and focus on the theater."
داكشي علاش كنسحاك بهادشي:بقا دير ريادا منتادما(بحال جاريي)، اغلاق لفران اكول لواجابات باردا باش تجاناب اوقاع شي شرير ف لمبنا ديالك، و اديرك فلماسراح,"dakshi 3lash kans7ak bhadshi: b9a dir riyada montadma (b7al jaryi), ighlaq lfran okol lwajbat barda bash tjanab iw9a3 shi shrir f lmbna dyalk, w adirk flmasra7.","That's why I advise you this: keep exercising regularly (like jogging), turn off the oven, eat cold meals to avoid any harm to your building, and focus on the theater."
داكشي علاش كنسحاك بهادشي:بقا دير ريادا منتادما(بحال جاريي)، اغلاق لفران اكول لواجابات باردا باش تجاناب اوقاع شي شرير ف لمبنا ديالك، و اديرك فلماسراح,"dakshi 3lash kans7ak bhadshi: bqa dir riyada montadma (b7al jaryi), ighlaq lfran okol lwajbat barda bash tjanab iwqa3 shi shrir f lmbna dyalk, w adirk flmasra7.","That's why I advise you this: keep exercising regularly (like jogging), turn off the oven, eat cold meals to avoid any harm to your building, and focus on the theater."
داكشي علاش كنسحاك بهادشي:بقا دير ريادا منتادما(بحال جاريي)، اغلاق لفران اكول لواجابات باردا باش تجاناب اوقاع شي شرير ف لمبنا ديالك، و اديرك فلماسراح,"dakshi 3lash kanshak bhadshi: b9a dir riyada montadma (bhal jaryi), ighlaq lfran okol lwajbat barda bash tjanab iw9a3 shi shrir f lmbna dyalk, w adirk flmasrah.","That's why I advise you this: keep exercising regularly (like jogging), turn off the oven, eat cold meals to avoid any harm to your building, and focus on the theater."
داكشي علاش كنسحاك بهادشي:بقا دير ريادا منتادما(بحال جاريي)، اغلاق لفران اكول لواجابات باردا باش تجاناب اوقاع شي شرير ف لمبنا ديالك، و اديرك فلماسراح,"dakshi 3lash kanshak bhadshi: bqa dir riyada montadma (bhal jaryi), ighlaq lfran okol lwajbat barda bash tjanab iwqa3 shi shrir f lmbna dyalk, w adirk flmasrah.","That's why I advise you this: keep exercising regularly (like jogging), turn off the oven, eat cold meals to avoid any harm to your building, and focus on the theater."
امعا داكشي،قتاعنا نوس ديال لحبوب.,"m3a dakchi, qta3na nous dyal l7bob.","With that, we bought a bag of grains."
امعا داكشي،قتاعنا نوس ديال لحبوب.,"m3a dakchi, qta3na nous dyal lhbob.","With that, we bought a bag of grains."
امعا داكشي،قتاعنا نوس ديال لحبوب.,"m3a dakshi, qta3na nous dyal l7bob.","With that, we bought a bag of grains."
امعا داكشي،قتاعنا نوس ديال لحبوب.,"m3a dakshi, qta3na nous dyal lhbob.","With that, we bought a bag of grains."
داز واقت تويل ملي كان بزاز علينا نوسلو لتريق ، كنحاس بحال فقادنا..,"daz wa9t twil mlli kan bzzaz 3lina nwslou ltri9, kn7ass b7al f9adna..",A long time has passed since we struggled to find the way; I feel like we're lost.
داز واقت تويل ملي كان بزاز علينا نوسلو لتريق ، كنحاس بحال فقادنا..,"daz wa9t twil mlli kan bzzaz 3lina nwslou ltri9, kn7ass b7al f9adna.",A long time has passed since we struggled to find the way; I feel like we're lost.
داز واقت تويل ملي كان بزاز علينا نوسلو لتريق ، كنحاس بحال فقادنا..,"daz wa9t twil mlli kan bzzaz 3lina nwslou ltri9, knhass bhal f9adna.",A long time has passed since we struggled to find the way; I feel like we're lost.
داز واقت تويل ملي كان بزاز علينا نوسلو لتريق ، كنحاس بحال فقادنا..,"daz waqt twil mlli kan bzzaz 3lina nwslou ltriq, kn7ass b7al fqadna.",A long time has passed since we struggled to find the way; I feel like we're lost.
داز واقت تويل ملي كان بزاز علينا نوسلو لتريق ، كنحاس بحال فقادنا..,"daz waqt twil mlli kan bzzaz 3lina nwslou ltriq, knhass bhal fqadna.",A long time has passed since we struggled to find the way; I feel like we're lost.
